Column1,Column2,Column3,Column4,Column5,Column6
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontaccani,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontaiccani,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontakacceti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontakam,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontaku,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontakucceti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kontam,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kotakam,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kotippalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kukkapala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kukka-pala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kuravaram,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,kurinja,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,mattukumuttukoni,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,moolinee,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,naccilai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,naccilaikkoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nacheruppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nachohuruppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nai-palai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nalpalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancarppayncankoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancaruppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancaruppancan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancaruppankoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancharuppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nanch-churuppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancu murippan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancu murittan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancumurittanpalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nancupalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nanja-murich-chan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nanjamurich-chan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nanjarapanjan vayr,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nanjaruppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nay-palai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nayppalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nelatapire,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nenjaruppan,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nepala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nepaladaberu,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nilakiriyutappu,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nirkkurinca,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,nirkkurincakkoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pai-palai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pataicci,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pataiccikkoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,peyppalai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,peyp-palai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pincakkoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pincam,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pincukam,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pitakari,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pitmari,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,pittamari,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,podapatramu,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,putikanta,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,putikantarakkoti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,tellavedavela,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,tellayadala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,tylophora asthmatica,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,unattaku,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,unattakucceti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,unmatakai,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,unmattaki,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,unmatti,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,vallipal,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,valli-pala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,vallippala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,veripala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,verripala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,verri-pala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,vettipala,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,visakkolli,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,visankolli,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,visantincanmuli,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,vishakolli,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,vitankolli,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,yavaci,common
wcs513183,Apocynaceae,Vincetoxicum indicum var. indicum,,yavati,common
wcs513678,Apocynaceae,Vincetoxicum mongolicum,Maxim.,hua bei bai qian,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,cynanchi paniculati radix,pharmaceutical
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,cynanchi paniculati radix et rhizoma,pharmaceutical
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,paniculate swallowwort,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,paniculate swallowwort root,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,paniculate swallowwort root ,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,radix cynanchi paniculati,pharmaceutical
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,radix et rhizoma cynanchi paniculati,pharmaceutical
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,xu chang pu,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,xuchangqing,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,xu chang qing,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,徐長卿,common
wcs513685,Apocynaceae,Vincetoxicum mukdenense,Kitag.,徐长卿,common
wcs513806,Apocynaceae,Vincetoxicum spirale,(Forssk.) D.Z.Li,aakari bel,common
wcs513806,Apocynaceae,Vincetoxicum spirale,(Forssk.) D.Z.Li,amberbel,common
wcs513806,Apocynaceae,Vincetoxicum spirale,(Forssk.) D.Z.Li,ambervel,common
wcs513806,Apocynaceae,Vincetoxicum spirale,(Forssk.) D.Z.Li,kauathodi,common
wcs513806,Apocynaceae,Vincetoxicum spirale,(Forssk.) D.Z.Li,shvetkavali,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,bai cian,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,baiqian,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,bai qian,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,cynanchi stauntonii rhizoma,pharmaceutical
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,cynanchi stauntonii rhizoma et radix,pharmaceutical
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,cynanchum stauntonii,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,glaucescent swallowwort rhizome,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,liu ye bai qian,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,rhizoma cynanchi stauntonii,pharmaceutical
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,rhizoma et radix cynanchi stauntonii,pharmaceutical
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,willowleaf swallowwort,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,willowleaf swallowwort rhizome,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,willowleaf swallowwort rhizome ,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,willowleaf swallowwort root,common
wcs513807,Apocynaceae,Vincetoxicum stauntonii,(Decne.) C.Y.Wu & D.Z.Li,白前,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,baiwei,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,bai wei,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,bian se bai qian,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,blackend swallowwort,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,blackend swallowwort root,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,blackened swallowwort root ,common
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,cynanchi atrati radix et rhizoma,pharmaceutical
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,radix cynanchi atrati,pharmaceutical
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,radix et rhizoma cynanchi atrati,pharmaceutical
wcs513868,Apocynaceae,Vincetoxicum versicolor,(Bunge) Decne.,白薇,common
wcs532035,Apocynaceae,Vincetoxicum yunnanense,(Schltr.) Meve & Liede,bailongxu,common
wcs532035,Apocynaceae,Vincetoxicum yunnanense,(Schltr.) Meve & Liede,白龙须,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,afaf,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,akete,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ako dodo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ako-dodo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ako-dodo ,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,bunbo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,cata grande,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,cata-grande,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,degbe degbe,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,deguedegue,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,dodo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,foba,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,gboni,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ibalak,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,igi dodo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,kagil,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,kaka pempe paapaku,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,kirongasi,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ksiso,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,kwatie kwatie,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ninge-ekunyi,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,o-banawa,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,ovien-ibu,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,pete pete,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,pete-pete,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,piegba,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,small-fruit wild frangipani,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,sulaberekilo,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,voacang,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,voacanga,common
wcs213939,Apocynaceae,Voacanga africana,Stapf,voacanga d'afrique,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,akanga,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,akangarano,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,kangarano,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,mlindaziwa,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,voacanga de thouars,common
wcs213980,Apocynaceae,Voacanga thouarsii,Roem. & Schult.,wild frangipani,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,akad bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,akad-bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,ambri,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,aram,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,ayappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,bandi-gurga,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,bandiguri-ginja,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,bokudvel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,bondi gurigija,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,brhatpurva,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,cinkiram,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,cinkitappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,cinkittam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,civanti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,civantitam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,civantitappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,doodeepalla,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,doodi-pala,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,dudipaala,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,dudipala,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,dugdhike,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,dughdike balli,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,dughike,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,haema jaavanthika,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,harandodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,harandori,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,haranvela,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemajivanti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemakshiri,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemalata,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemapurna,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemavalli,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemavati,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hemavha,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,himashraya,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hirandodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hirandori,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hori,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,hovanada hesale,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,iracakam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,iruvikam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kaada haale balli,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kaadahaale balli,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kaadu haale balli,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kacavirutcam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kamal,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kareghije,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karegije,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karigichi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karilam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karilamaram,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karippalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karippoki,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,karippokimaram,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,khandodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kiri anguna,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kǒ ān ,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kodiepalay,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kodie palay,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kodippalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kommu paala,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kontaiccani,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kotippalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kotivacali,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kotivacalippalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kudasapalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kudasappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kurincha,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kurinja,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,kurinjakkirai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,madhumalati,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,madhurasah,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,maturacappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,maturacappattu,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,morata,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,mund bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,murd bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,murd-bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,murva,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nakappalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nakchhikni,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nakchikni,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nak shikni,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nak-shikni,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nallapalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nancarappayncankoti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nancaruki,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,nancarukippalalikkoti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,paalakoora,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,paalathige,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,padal bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,padel-bel,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,palaikkodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,palakura,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,pala-teega,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,palatige,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,parkulappam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,parkulappamaram,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,pedda-gurja,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,saumya,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,singittam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,sivandi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,sujivanti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,sumangala,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,suparnika,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,svarnajiva,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,svarnajivantika,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,svarnalata,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,svarnaparna,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,thinno haale soppu,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,thiththa anguna,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,timpalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,tittippuppalai,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,trinagranthi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,vanadittam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,vanatittam,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,vattakkakkakkoti,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,wattakakacodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,watta-kaka-kodi,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,කිරි අගුණ,common
wcs513905,Apocynaceae,Wattakaka volubilis,(L.f.) Stapf,තිත්ත අගුණ,common
wcs214734,Apocynaceae,Willughbeia coriacea,Wall.,borneo-rubber,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,dhudhi,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,idda,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,kutaja,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,kutajah,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,pandrakuda,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,sudu idda,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,veppalei,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,wal idda,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,ඉද්ද,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,වල් ඉද්ද,common
wcs214887,Apocynaceae,Wrightia antidysenterica,(L.) R.Br.,සුදු ඉද්ද,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,adaviankudu,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,aqto-kudo,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,ayyappala,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,benkee gida,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,beppale,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,beri khinna,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,bili kendra kanigale,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,bilikude gida,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,bilikudegidda kadunagalu,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,conai vetpalai,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,daira,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,darouli,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,darula,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,dasla,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,dharauli,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,dhudo,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,dudhi,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,dudi,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,haladi beppaale,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,indarjo,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,indranava,common
wcs214888,Apocynaceae,Wrightia arborea,(Dennst.) Mabb.,indrujo,common
