urn:lsid:ipni.org:names:84027-2	Vampire orchid	en	urn:kew.org:kewprofiles:common_name:1
urn:lsid:ipni.org:names:316204-2	Black cohosh	en	urn:kew.org:kewprofiles:common_name:2
urn:lsid:ipni.org:names:796556-1	Cardamom	en	urn:kew.org:kewprofiles:common_name:3
urn:lsid:ipni.org:names:636310-1	Queen of orchids	en	urn:kew.org:kewprofiles:common_name:4
urn:lsid:ipni.org:names:601421-1	Clove	en	urn:kew.org:kewprofiles:common_name:5
urn:lsid:ipni.org:names:796451-1	Turmeric	en	urn:kew.org:kewprofiles:common_name:6
urn:lsid:ipni.org:names:675145-1	Passion flower	en	urn:kew.org:kewprofiles:common_name:7
urn:lsid:ipni.org:names:337478-1	Chenille plant	en	urn:kew.org:kewprofiles:common_name:8
urn:lsid:ipni.org:names:77142622-1	Gobstopper plant	en	urn:kew.org:kewprofiles:common_name:9
urn:lsid:ipni.org:names:77143286-1	Pitcher plant	en	urn:kew.org:kewprofiles:common_name:10
urn:lsid:ipni.org:names:194533-1	Chicory	en	urn:kew.org:kewprofiles:common_name:11
urn:lsid:ipni.org:names:325643-2	Avocado	en	urn:kew.org:kewprofiles:common_name:12
urn:lsid:ipni.org:names:726372-1	Apple	en	urn:kew.org:kewprofiles:common_name:13
urn:lsid:ipni.org:names:77094887-1	Apple	en	urn:kew.org:kewprofiles:common_name:14
urn:lsid:ipni.org:names:125266-1	Blushing bride	en	urn:kew.org:kewprofiles:common_name:15
urn:lsid:ipni.org:names:295349-1	Sweet chestnut	en	urn:kew.org:kewprofiles:common_name:16
urn:lsid:ipni.org:names:610675-1	Olive	en	urn:kew.org:kewprofiles:common_name:17
urn:lsid:ipni.org:names:525534-1	Bambara groundnut	en	urn:kew.org:kewprofiles:common_name:18
urn:lsid:ipni.org:names:422090-1	Sorghum	en	urn:kew.org:kewprofiles:common_name:19
urn:lsid:ipni.org:names:421164-1	Rye	en	urn:kew.org:kewprofiles:common_name:20
urn:lsid:ipni.org:names:513918-1	Lima bean	en	urn:kew.org:kewprofiles:common_name:21
urn:lsid:ipni.org:names:410061-1	African rice	en	urn:kew.org:kewprofiles:common_name:22
urn:lsid:ipni.org:names:797536-1	Plantain	en	urn:kew.org:kewprofiles:common_name:23
urn:lsid:ipni.org:names:525117-1	Common vetch	en	urn:kew.org:kewprofiles:common_name:24
urn:lsid:ipni.org:names:1127257-2	Cowpea	en	urn:kew.org:kewprofiles:common_name:25
urn:lsid:ipni.org:names:524737-1	Faba bean	en	urn:kew.org:kewprofiles:common_name:26
urn:lsid:ipni.org:names:820053-1	Aubergine	en	urn:kew.org:kewprofiles:common_name:27
urn:lsid:ipni.org:names:60454055-2	Pea	en	urn:kew.org:kewprofiles:common_name:28
urn:lsid:ipni.org:names:514191-1	Common bean	en	urn:kew.org:kewprofiles:common_name:29
urn:lsid:ipni.org:names:77105978-1	Pearl millet	en	urn:kew.org:kewprofiles:common_name:30
urn:lsid:ipni.org:names:399945-1	Finger millet	en	urn:kew.org:kewprofiles:common_name:31
urn:lsid:ipni.org:names:30234961-2	Alfalfa	en	urn:kew.org:kewprofiles:common_name:32
