,taxa,AntiMal_Metabolites,AntiBac_Metabolites,antimal_snippet,antibac_snippet,Source
10444,Faramea biflora,,,"""[]""","""[]""",KNApSAcK
10445,Faramea blanchetiana,,,"""[]""","""[]""",KNApSAcK
10446,Faramea blechoides,,,"""[]""","""[]""",KNApSAcK
10447,Faramea boomii,,,"""[]""","""[]""",KNApSAcK
10448,Faramea brachyloba,,,"""[]""","""[]""",KNApSAcK
10449,Faramea brachysiphon,,,"""[]""","""[]""",KNApSAcK
10450,Faramea bracteata,,,"""[]""","""[]""",KNApSAcK
10451,Faramea brevipes,,,"""[]""","""[]""",KNApSAcK
10452,Faramea calimana,,,"""[]""","""[]""",KNApSAcK
10453,Faramea calophylla,,,"""[]""","""[]""",KNApSAcK
10454,Faramea calyciflora,,,"""[]""","""[]""",KNApSAcK
10455,Faramea calyptrata,,,"""[]""","""[]""",KNApSAcK
10456,Faramea campanella,,,"""[]""","""[]""",KNApSAcK
10457,Faramea campanularis,,,"""[]""","""[]""",KNApSAcK
10458,Faramea camposiana,,,"""[]""","""[]""",KNApSAcK
10459,Faramea candelabrum,,,"""[]""","""[]""",KNApSAcK
10460,Faramea capillipes,,,"""[]""","""[]""",KNApSAcK
10461,Faramea capulifolia,,,"""[]""","""[]""",KNApSAcK
10462,Faramea cardiophylla,,,"""[]""","""[]""",KNApSAcK
10463,Faramea cardonae,,,"""[]""","""[]""",KNApSAcK
10464,Faramea castellana,,,"""[]""","""[]""",KNApSAcK
10465,Faramea caudata,,,"""[]""","""[]""",KNApSAcK
10466,Faramea cazaderensis,,,"""[]""","""[]""",KNApSAcK
10467,Faramea chapadensis,,,"""[]""","""[]""",KNApSAcK
10468,Faramea chiapensis,,,"""[]""","""[]""",KNApSAcK
10469,Faramea cobana,,,"""[]""","""[]""",KNApSAcK
10470,Faramea coerulea,,,"""[]""","""[]""",KNApSAcK
10471,Faramea coerulescens,,,"""[]""","""[]""",KNApSAcK
10472,Faramea coffeoides,,,"""[]""","""[]""",KNApSAcK
10473,Faramea colombiana,,,"""[]""","""[]""",KNApSAcK
10474,Faramea condorica,,,"""[]""","""[]""",KNApSAcK
10475,Faramea congesta,,,"""[]""","""[]""",KNApSAcK
10476,Faramea cordifolia,,,"""[]""","""[]""",KNApSAcK
10477,Faramea coronata,,,"""[]""","""[]""",KNApSAcK
10478,Faramea correae,,,"""[]""","""[]""",KNApSAcK
10479,Faramea corymbosa,,,"""[]""","""[]""",KNApSAcK
10480,Faramea coussarioides,,,"""[]""","""[]""",KNApSAcK
10481,Faramea crassifolia,,,"""[]""","""[]""",KNApSAcK
10482,Faramea cuatrecasasii,,,"""[]""","""[]""",KNApSAcK
10483,Faramea cuencana,,,"""[]""","""[]""",KNApSAcK
10484,Faramea cupheoides,,,"""[]""","""[]""",KNApSAcK
10485,Faramea cuspidata,,,"""[]""","""[]""",KNApSAcK
10486,Faramea cyathocalyx,,,"""[]""","""[]""",KNApSAcK
10487,Faramea dichotoma,,,"""[]""","""[]""",KNApSAcK
10488,Faramea diversifolia,,,"""[]""","""[]""",KNApSAcK
10489,Faramea egregia,,,"""[]""","""[]""",KNApSAcK
10490,Faramea eichleri,,,"""[]""","""[]""",KNApSAcK
10491,Faramea elegans,,,"""[]""","""[]""",KNApSAcK
10492,Faramea erythropoda,,,"""[]""","""[]""",KNApSAcK
10493,Faramea eurycarpa,,,"""[]""","""[]""",KNApSAcK
10494,Faramea exemplaris,,,"""[]""","""[]""",KNApSAcK
10495,Faramea fallax,,,"""[]""","""[]""",KNApSAcK
10496,Faramea fanshawei,,,"""[]""","""[]""",KNApSAcK
10497,Faramea filamentosa,,,"""[]""","""[]""",KNApSAcK
10498,Faramea foreroana,,,"""[]""","""[]""",KNApSAcK
10499,Faramea fosteri,,,"""[]""","""[]""",KNApSAcK
10500,Faramea fragrans,,,"""[]""","""[]""",KNApSAcK
10501,Faramea frondosa,,,"""[]""","""[]""",KNApSAcK
10502,Faramea gagnepainiana,,,"""[]""","""[]""",KNApSAcK
10503,Faramea galerasana,,,"""[]""","""[]""",KNApSAcK
10504,Faramea garciae,,,"""[]""","""[]""",KNApSAcK
10505,Faramea glandulosa,,,"""[]""","""[]""",KNApSAcK
10506,Faramea glaziovii,,,"""[]""","""[]""",KNApSAcK
10507,Faramea godetiana,,,"""[]""","""[]""",KNApSAcK
10508,Faramea grandifolia,,,"""[]""","""[]""",KNApSAcK
10509,Faramea grayumiana,,,"""[]""","""[]""",KNApSAcK
10510,Faramea guaramacalensis,,,"""[]""","""[]""",KNApSAcK
10511,Faramea guayaquilensis,,,"""[]""","""[]""",KNApSAcK
10512,Faramea guianensis,,,"""[]""","""[]""",KNApSAcK
10513,Faramea herbacea,,,"""[]""","""[]""",KNApSAcK
10514,Faramea heterocalyx,,,"""[]""","""[]""",KNApSAcK
10515,Faramea heteromera,,,"""[]""","""[]""",KNApSAcK
10516,Faramea heterophylla,,,"""[]""","""[]""",KNApSAcK
10517,Faramea hyacinthina,,,"""[]""","""[]""",KNApSAcK
10518,Faramea hymenocalyx,,,"""[]""","""[]""",KNApSAcK
10519,Faramea includens,,,"""[]""","""[]""",KNApSAcK
10520,Faramea insignis,,,"""[]""","""[]""",KNApSAcK
10521,Faramea intercedens,,,"""[]""","""[]""",KNApSAcK
10522,Faramea involucellata,,,"""[]""","""[]""",KNApSAcK
10523,Faramea irwinii,,,"""[]""","""[]""",KNApSAcK
10524,Faramea jasminoides,,,"""[]""","""[]""",KNApSAcK
10525,Faramea juruana,,,"""[]""","""[]""",KNApSAcK
10526,Faramea kampauicola,,,"""[]""","""[]""",KNApSAcK
10527,Faramea langlassei,,,"""[]""","""[]""",KNApSAcK
10528,Faramea larensis,,,"""[]""","""[]""",KNApSAcK
10529,Faramea latifolia,,,"""[]""","""[]""",KNApSAcK
10530,Faramea lehmannii,,,"""[]""","""[]""",KNApSAcK
10531,Faramea leucocalyx,,,"""[]""","""[]""",KNApSAcK
10532,Faramea liebmannii,,,"""[]""","""[]""",KNApSAcK
10533,Faramea liesneri,,,"""[]""","""[]""",KNApSAcK
10534,Faramea longistipula,,,"""[]""","""[]""",KNApSAcK
10535,Faramea lourteigiana,,,"""[]""","""[]""",KNApSAcK
10536,Faramea luteovirens,,,"""[]""","""[]""",KNApSAcK
10537,Faramea lutescens,,,"""[]""","""[]""",KNApSAcK
10538,Faramea lutzeana,,,"""[]""","""[]""",KNApSAcK
10539,Faramea macra,,,"""[]""","""[]""",KNApSAcK
10540,Faramea macrura,,,"""[]""","""[]""",KNApSAcK
10541,Faramea maguirei,,,"""[]""","""[]""",KNApSAcK
10542,Faramea malmei,,,"""[]""","""[]""",KNApSAcK
10543,Faramea martiana,,,"""[]""","""[]""",KNApSAcK
10544,Faramea megalophylla,,,"""[]""","""[]""",KNApSAcK
10545,Faramea melicoccoides,,,"""[]""","""[]""",KNApSAcK
10546,Faramea miconioides,,,"""[]""","""[]""",KNApSAcK
10547,Faramea micrantha,,,"""[]""","""[]""",KNApSAcK
10548,Faramea monantha,,,"""[]""","""[]""",KNApSAcK
10549,Faramea monsalveae,,,"""[]""","""[]""",KNApSAcK
10550,Faramea montevidensis,,,"""[]""","""[]""",KNApSAcK
10551,Faramea morilloi,,,"""[]""","""[]""",KNApSAcK
10552,Faramea multiflora,,,"""[]""","""[]""",KNApSAcK
10553,Faramea myrticifolia,,,"""[]""","""[]""",KNApSAcK
10554,Faramea neblinae,,,"""[]""","""[]""",KNApSAcK
10555,Faramea neilliana,,,"""[]""","""[]""",KNApSAcK
10556,Faramea nigrescens,,,"""[]""","""[]""",KNApSAcK
10557,Faramea nitida,,,"""[]""","""[]""",KNApSAcK
10558,Faramea nocturna,,,"""[]""","""[]""",KNApSAcK
10559,Faramea oaxacensis,,,"""[]""","""[]""",KNApSAcK
10560,Faramea oblongifolia,,,"""[]""","""[]""",KNApSAcK
10561,Faramea obtusifolia,,,"""[]""","""[]""",KNApSAcK
10562,Faramea occidentalis,,,"""[]""","""[]""",KNApSAcK
10563,Faramea oligantha,,,"""[]""","""[]""",KNApSAcK
10564,Faramea oraria,,,"""[]""","""[]""",KNApSAcK
10565,Faramea orinocencis,,,"""[]""","""[]""",KNApSAcK
10566,Faramea ortiziana,,,"""[]""","""[]""",KNApSAcK
10567,Faramea ovalis,,,"""[]""","""[]""",KNApSAcK
10568,Faramea oxyclada,,,"""[]""","""[]""",KNApSAcK
10569,Faramea pachyantha,,,"""[]""","""[]""",KNApSAcK
10570,Faramea paniculata,,,"""[]""","""[]""",KNApSAcK
10571,Faramea papillata,,,"""[]""","""[]""",KNApSAcK
10572,Faramea papirifolia,,,"""[]""","""[]""",KNApSAcK
10573,Faramea paratiensis,,,"""[]""","""[]""",KNApSAcK
10574,Faramea parvibractea,,,"""[]""","""[]""",KNApSAcK
10575,Faramea parvula,,,"""[]""","""[]""",KNApSAcK
10576,Faramea pauciflora,,,"""[]""","""[]""",KNApSAcK
10577,Faramea paupera,,,"""[]""","""[]""",KNApSAcK
10578,Faramea pedicellaris,,,"""[]""","""[]""",KNApSAcK
10579,Faramea pedunculata,,,"""[]""","""[]""",KNApSAcK
10580,Faramea permagnifolia,,,"""[]""","""[]""",KNApSAcK
10581,Faramea phaneroneura,,,"""[]""","""[]""",KNApSAcK
10582,Faramea picinguabae,,,"""[]""","""[]""",KNApSAcK
10583,Faramea platyclada,,,"""[]""","""[]""",KNApSAcK
10584,Faramea platyneura,,,"""[]""","""[]""",KNApSAcK
10585,Faramea platypoda,,,"""[]""","""[]""",KNApSAcK
10586,Faramea pohliana,,,"""[]""","""[]""",KNApSAcK
10587,Faramea polytriadophora,,,"""[]""","""[]""",KNApSAcK
10588,Faramea porophylla,,,"""[]""","""[]""",KNApSAcK
10589,Faramea premontana,,,"""[]""","""[]""",KNApSAcK
10590,Faramea pseudospathacea,,,"""[]""","""[]""",KNApSAcK
10591,Faramea purdieana,,,"""[]""","""[]""",KNApSAcK
10592,Faramea quadricostata,,,"""[]""","""[]""",KNApSAcK
10593,Faramea quijosana,,,"""[]""","""[]""",KNApSAcK
10594,Faramea quinqueflora,,,"""[]""","""[]""",KNApSAcK
10595,Faramea ramosiana,,,"""[]""","""[]""",KNApSAcK
10596,Faramea reyneliana,,,"""[]""","""[]""",KNApSAcK
10597,Faramea riedeliana,,,"""[]""","""[]""",KNApSAcK
10598,Faramea robusta,,,"""[]""","""[]""",KNApSAcK
10599,Faramea saldanhaei,,,"""[]""","""[]""",KNApSAcK
10600,Faramea scalaris,,,"""[]""","""[]""",KNApSAcK
10601,Faramea scandens,,,"""[]""","""[]""",KNApSAcK
10602,Faramea schultesii,,,"""[]""","""[]""",KNApSAcK
10603,Faramea schunkeana,,,"""[]""","""[]""",KNApSAcK
10604,Faramea sellowiana,,,"""[]""","""[]""",KNApSAcK
10605,Faramea sertulifera,,,"""[]""","""[]""",KNApSAcK
10606,Faramea sessiliflora,,,"""[]""","""[]""",KNApSAcK
10607,Faramea sessilifolia,,,"""[]""","""[]""",KNApSAcK
10608,Faramea silvae,,,"""[]""","""[]""",KNApSAcK
10609,Faramea singularis,,,"""[]""","""[]""",KNApSAcK
10610,Faramea spathacea,,,"""[]""","""[]""",KNApSAcK
10611,Faramea standleyana,,,"""[]""","""[]""",KNApSAcK
10612,Faramea stenantha,,,"""[]""","""[]""",KNApSAcK
10613,Faramea stenocalyx,,,"""[]""","""[]""",KNApSAcK
10614,Faramea stenomeris,,,"""[]""","""[]""",KNApSAcK
10615,Faramea stenopetala,,,"""[]""","""[]""",KNApSAcK
10616,Faramea stipulacea,,,"""[]""","""[]""",KNApSAcK
10617,Faramea stoneana,,,"""[]""","""[]""",KNApSAcK
10618,Faramea stoneana subsp. fasciculata,,,"""[]""","""[]""",KNApSAcK
10619,Faramea stoneana subsp. stoneana,,,"""[]""","""[]""",KNApSAcK
10620,Faramea subbasilaris,,,"""[]""","""[]""",KNApSAcK
10621,Faramea subsessilis,,,"""[]""","""[]""",KNApSAcK
10622,Faramea suerrensis,,,"""[]""","""[]""",KNApSAcK
10623,Faramea suerrensis subsp. miryamiae,,,"""[]""","""[]""",KNApSAcK
10624,Faramea suerrensis subsp. suerrensis,,,"""[]""","""[]""",KNApSAcK
10625,Faramea tamberlikiana,,,"""[]""","""[]""",KNApSAcK
10626,Faramea tamberlikiana subsp. sessifolia,,,"""[]""","""[]""",KNApSAcK
10627,Faramea tamberlikiana subsp. tamberlikiana,,,"""[]""","""[]""",KNApSAcK
10628,Faramea tenuiflora,,,"""[]""","""[]""",KNApSAcK
10629,Faramea tetragona,,,"""[]""","""[]""",KNApSAcK
10630,Faramea tinguana,,,"""[]""","""[]""",KNApSAcK
10631,Faramea torquata,,,"""[]""","""[]""",KNApSAcK
10632,Faramea trinervia,,,"""[]""","""[]""",KNApSAcK
10633,Faramea umbellifera,,,"""[]""","""[]""",KNApSAcK
10634,Faramea uniflora,,,"""[]""","""[]""",KNApSAcK
10635,Faramea urophylla,,,"""[]""","""[]""",KNApSAcK
10636,Faramea vasquezii,,,"""[]""","""[]""",KNApSAcK
10637,Faramea vernicosa,,,"""[]""","""[]""",KNApSAcK
10638,Faramea verticillata,,,"""[]""","""[]""",KNApSAcK
10639,Faramea vidensis,,,"""[]""","""[]""",KNApSAcK
10640,Faramea weddellii,,,"""[]""","""[]""",KNApSAcK
10641,Faramea xanthina,,,"""[]""","""[]""",KNApSAcK
10642,Faramea yavitensis,,,"""[]""","""[]""",KNApSAcK
10643,Faramea yutajensis,,,"""[]""","""[]""",KNApSAcK
10644,Faramea zamorana,,,"""[]""","""[]""",KNApSAcK
10645,Ferdinandusa boomii,,,"""[]""","""[]""",KNApSAcK
10646,Ferdinandusa chlorantha,,,"""[]""","""[]""",KNApSAcK
10647,Ferdinandusa cordata,,,"""[]""","""[]""",KNApSAcK
10648,Ferdinandusa dissimiliflora,,,"""[]""","""[]""",KNApSAcK
10649,Ferdinandusa duckei,,,"""[]""","""[]""",KNApSAcK
10650,Ferdinandusa edmundoi,,,"""[]""","""[]""",KNApSAcK
10651,Ferdinandusa elliptica,,,"""[]""","""[]""",KNApSAcK
10652,Ferdinandusa goudotiana,,,"""[]""","""[]""",KNApSAcK
10653,Ferdinandusa guainiae,,,"""[]""","""[]""",KNApSAcK
10654,Ferdinandusa hirsuta,,,"""[]""","""[]""",KNApSAcK
10655,Ferdinandusa lanceolata,,,"""[]""","""[]""",KNApSAcK
10656,Ferdinandusa leucantha,,,"""[]""","""[]""",KNApSAcK
10657,Ferdinandusa loretensis,,,"""[]""","""[]""",KNApSAcK
10658,Ferdinandusa neblinensis,,,"""[]""","""[]""",KNApSAcK
10659,Ferdinandusa nitida,,,"""[]""","""[]""",KNApSAcK
10660,Ferdinandusa panamensis,,,"""[]""","""[]""",KNApSAcK
10661,Ferdinandusa paporiensis,,,"""[]""","""[]""",KNApSAcK
10662,Ferdinandusa paraensis,,,"""[]""","""[]""",KNApSAcK
10663,Ferdinandusa rudgeoides,,,"""[]""","""[]""",KNApSAcK
10664,Ferdinandusa scandens,,,"""[]""","""[]""",KNApSAcK
10665,Ferdinandusa schultesii,,,"""[]""","""[]""",KNApSAcK
10666,Ferdinandusa speciosa,,,"""[]""","""[]""",KNApSAcK
10667,Ferdinandusa sprucei,,,"""[]""","""[]""",KNApSAcK
10668,Ferdinandusa uaupensis,,,"""[]""","""[]""",KNApSAcK
10669,Feretia aeruginescens,,,"""[]""","""[]""",KNApSAcK
10670,Feretia apodanthera,,,"""[]""","""[]""",KNApSAcK
10671,Feretia apodanthera subsp. apodanthera,,,"""[]""","""[]""",KNApSAcK
10672,Feretia apodanthera subsp. keniensis,,,"""[]""","""[]""",KNApSAcK
10673,Feretia apodanthera subsp. tanzaniensis,,,"""[]""","""[]""",KNApSAcK
10674,Feretia virgata,,,"""[]""","""[]""",KNApSAcK
10675,Fergusonia zeylanica,,,"""[]""","""[]""",KNApSAcK
10676,Fernelia buxifolia,,,"""[]""","""[]""",KNApSAcK
10677,Fernelia decipiens,,,"""[]""","""[]""",KNApSAcK
10678,Fernelia obovata,,,"""[]""","""[]""",KNApSAcK
10679,Fernelia pedunculata,,,"""[]""","""[]""",KNApSAcK
10680,Flagenium farafanganense,,,"""[]""","""[]""",KNApSAcK
10681,Flagenium latifolium,,,"""[]""","""[]""",KNApSAcK
10682,Flagenium pedunculatum,,,"""[]""","""[]""",KNApSAcK
10683,Flagenium petrikense,,,"""[]""","""[]""",KNApSAcK
10684,Flagenium setosum,,,"""[]""","""[]""",KNApSAcK
10685,Flagenium triflorum,,,"""[]""","""[]""",KNApSAcK
10686,Flexanthera subcordata,,,"""[]""","""[]""",KNApSAcK
10687,Foonchewia coriacea,,,"""[]""","""[]""",KNApSAcK
10688,Fosbergia alleizettii,,,"""[]""","""[]""",KNApSAcK
10689,Fosbergia petelotii,,,"""[]""","""[]""",KNApSAcK
10690,Fosbergia shweliensis,,,"""[]""","""[]""",KNApSAcK
10691,Fosbergia thailandica,,,"""[]""","""[]""",KNApSAcK
10692,Gaertnera alata,,,"""[]""","""[]""",KNApSAcK
10693,Gaertnera alstonii,,,"""[]""","""[]""",KNApSAcK
10694,Gaertnera aphanodioica,,,"""[]""","""[]""",KNApSAcK
10695,Gaertnera arenaria,,,"""[]""","""[]""",KNApSAcK
10696,Gaertnera arenarioides,,,"""[]""","""[]""",KNApSAcK
10697,Gaertnera aurea,,,"""[]""","""[]""",KNApSAcK
10698,Gaertnera bambusifolia,,,"""[]""","""[]""",KNApSAcK
10699,Gaertnera belumutensis,,,"""[]""","""[]""",KNApSAcK
10700,Gaertnera bieleri,,,"""[]""","""[]""",KNApSAcK
10701,Gaertnera breviflora,,,"""[]""","""[]""",KNApSAcK
10702,Gaertnera brevipedicellata,,,"""[]""","""[]""",KNApSAcK
10703,Gaertnera calycina,,,"""[]""","""[]""",KNApSAcK
10704,Gaertnera capitulata,,,"""[]""","""[]""",KNApSAcK
10705,Gaertnera cardiocarpa,,,"""[]""","""[]""",KNApSAcK
10706,Gaertnera cooperi,,,"""[]""","""[]""",KNApSAcK
10707,Gaertnera crassiflora,,,"""[]""","""[]""",KNApSAcK
10708,Gaertnera cuneifolia,,,"""[]""","""[]""",KNApSAcK
10709,Gaertnera darcyana,,,"""[]""","""[]""",KNApSAcK
10710,Gaertnera divaricata,,,"""[]""","""[]""",KNApSAcK
10711,Gaertnera diversifolia,,,"""[]""","""[]""",KNApSAcK
10712,Gaertnera drakeana,,,"""[]""","""[]""",KNApSAcK
10713,Gaertnera edentata,,,"""[]""","""[]""",KNApSAcK
10714,Gaertnera eketensis,,,"""[]""","""[]""",KNApSAcK
10715,Gaertnera fractiflexa,,,"""[]""","""[]""",KNApSAcK
10716,Gaertnera furcellata,,,"""[]""","""[]""",KNApSAcK
10717,Gaertnera gabonensis,,,"""[]""","""[]""",KNApSAcK
10718,Gaertnera globigera,,,"""[]""","""[]""",KNApSAcK
10719,Gaertnera grisea,,,"""[]""","""[]""",KNApSAcK
10720,Gaertnera guillotii,,,"""[]""","""[]""",KNApSAcK
10721,Gaertnera hirsuta,,,"""[]""","""[]""",KNApSAcK
10722,Gaertnera hirtiflora,,,"""[]""","""[]""",KNApSAcK
10723,Gaertnera hispida,,,"""[]""","""[]""",KNApSAcK
10724,Gaertnera humblotii,,,"""[]""","""[]""",KNApSAcK
10725,Gaertnera ianthina,,,"""[]""","""[]""",KNApSAcK
10726,Gaertnera inflexa,,,"""[]""","""[]""",KNApSAcK
10727,Gaertnera junghuhniana,,,"""[]""","""[]""",KNApSAcK
10728,Gaertnera kochummenii,,,"""[]""","""[]""",KNApSAcK
10729,Gaertnera laevis,,,"""[]""","""[]""",KNApSAcK
10730,Gaertnera letouzeyi,,,"""[]""","""[]""",KNApSAcK
10731,Gaertnera leucothyrsa,,,"""[]""","""[]""",KNApSAcK
10732,Gaertnera liberiensis,,,"""[]""","""[]""",KNApSAcK
10733,Gaertnera littoralis,,,"""[]""","""[]""",KNApSAcK
10734,Gaertnera longifolia,,,"""[]""","""[]""",KNApSAcK
10735,Gaertnera longivaginalis,,,"""[]""","""[]""",KNApSAcK
10736,Gaertnera longivaginalis var. bracteata,,,"""[]""","""[]""",KNApSAcK
10737,Gaertnera longivaginalis var. longivaginalis,,,"""[]""","""[]""",KNApSAcK
10738,Gaertnera lowryi,,,"""[]""","""[]""",KNApSAcK
10739,Gaertnera luteocarpa,,,"""[]""","""[]""",KNApSAcK
10740,Gaertnera luteocarpa subsp. luteocarpa,,,"""[]""","""[]""",KNApSAcK
10741,Gaertnera luteocarpa subsp. sinoensis,,,"""[]""","""[]""",KNApSAcK
10742,Gaertnera macrobotrys,,,"""[]""","""[]""",KNApSAcK
10743,Gaertnera macrostipula,,,"""[]""","""[]""",KNApSAcK
10744,Gaertnera madagascariensis,,,"""[]""","""[]""",KNApSAcK
10745,Gaertnera malcomberiana,,,"""[]""","""[]""",KNApSAcK
10746,Gaertnera masoalana,,,"""[]""","""[]""",KNApSAcK
10747,Gaertnera microphylla,,,"""[]""","""[]""",KNApSAcK
10748,Gaertnera monstruosa,,,"""[]""","""[]""",KNApSAcK
10749,Gaertnera monticola,,,"""[]""","""[]""",KNApSAcK
10750,Gaertnera nitida,,,"""[]""","""[]""",KNApSAcK
10751,Gaertnera obesa,,,"""[]""","""[]""",KNApSAcK
10752,Gaertnera oblanceolata,,,"""[]""","""[]""",KNApSAcK
10753,Gaertnera obovata,,,"""[]""","""[]""",KNApSAcK
10754,Gaertnera obovata var. obovata,,,"""[]""","""[]""",KNApSAcK
10755,Gaertnera obovata var. sphaerocarpa,,,"""[]""","""[]""",KNApSAcK
10756,Gaertnera paniculata,,,"""[]""","""[]""",KNApSAcK
10757,Gaertnera pauciflora,,,"""[]""","""[]""",KNApSAcK
10758,Gaertnera pedunculata,,,"""[]""","""[]""",KNApSAcK
10759,Gaertnera pendula,,,"""[]""","""[]""",KNApSAcK
10760,Gaertnera phanerophlebia,,,"""[]""","""[]""",KNApSAcK
10761,Gaertnera phyllosepala,,,"""[]""","""[]""",KNApSAcK
10762,Gaertnera phyllostachya,,,"""[]""","""[]""",KNApSAcK
10763,Gaertnera psychotrioides,,,"""[]""","""[]""",KNApSAcK
10764,Gaertnera rakotovaoana,,,"""[]""","""[]""",KNApSAcK
10765,Gaertnera ramosa,,,"""[]""","""[]""",KNApSAcK
10766,Gaertnera raphaelii,,,"""[]""","""[]""",KNApSAcK
10767,Gaertnera razakamalalana,,,"""[]""","""[]""",KNApSAcK
10768,Gaertnera robusta,,,"""[]""","""[]""",KNApSAcK
10769,Gaertnera rosea,,,"""[]""","""[]""",KNApSAcK
10770,Gaertnera rotundifolia,,,"""[]""","""[]""",KNApSAcK
10771,Gaertnera rubra,,,"""[]""","""[]""",KNApSAcK
10772,Gaertnera schatzii,,,"""[]""","""[]""",KNApSAcK
10773,Gaertnera schizocalyx,,,"""[]""","""[]""",KNApSAcK
10774,Gaertnera sclerophylla,,,"""[]""","""[]""",KNApSAcK
10775,Gaertnera spicata,,,"""[]""","""[]""",KNApSAcK
10776,Gaertnera sralensis,,,"""[]""","""[]""",KNApSAcK
10777,Gaertnera stictophylla,,,"""[]""","""[]""",KNApSAcK
10778,Gaertnera ternifolia,,,"""[]""","""[]""",KNApSAcK
10779,Gaertnera trachystyla,,,"""[]""","""[]""",KNApSAcK
10780,Gaertnera vaginans,,,"""[]""","""[]""",KNApSAcK
10781,Gaertnera vaginata,,,"""[]""","""[]""",KNApSAcK
10782,Gaertnera velutina,,,"""[]""","""[]""",KNApSAcK
10783,Gaertnera vernicosa,,,"""[]""","""[]""",KNApSAcK
10784,Gaertnera viminea,,,"""[]""","""[]""",KNApSAcK
10785,Gaertnera walkeri,,,"""[]""","""[]""",KNApSAcK
10786,Gaertnera xerophila,,,"""[]""","""[]""",KNApSAcK
10787,Galianthe andersonii,,,"""[]""","""[]""",KNApSAcK
10788,Galianthe angustifolia,,,"""[]""","""[]""",KNApSAcK
10789,Galianthe aurelii,,,"""[]""","""[]""",KNApSAcK
10790,Galianthe bisepala,,,"""[]""","""[]""",KNApSAcK
10791,Galianthe bogotensis,,,"""[]""","""[]""",KNApSAcK
10792,Galianthe boliviana,,,"""[]""","""[]""",KNApSAcK
10793,Galianthe brasiliensis,,,"""[]""","""[]""",KNApSAcK
10794,Galianthe brasiliensis subsp. angulata,,,"""[]""","""[]""",KNApSAcK
10795,Galianthe brasiliensis subsp. brasiliensis,,,"""[]""","""[]""",KNApSAcK
10796,Galianthe canindeyuensis,,,"""[]""","""[]""",KNApSAcK
10797,Galianthe centranthoides,,,"""[]""","""[]""",KNApSAcK
10798,Galianthe chiquitosiana,,,"""[]""","""[]""",KNApSAcK
10799,Galianthe chodatiana,,,"""[]""","""[]""",KNApSAcK
10800,Galianthe cymosa,,,"""[]""","""[]""",KNApSAcK
10801,Galianthe cyperoides,,,"""[]""","""[]""",KNApSAcK
10802,Galianthe dichotoma,,,"""[]""","""[]""",KNApSAcK
10803,Galianthe elegans,,,"""[]""","""[]""",KNApSAcK
10804,Galianthe equisetoides,,,"""[]""","""[]""",KNApSAcK
10805,Galianthe eupatorioides,,,"""[]""","""[]""",KNApSAcK
10806,Galianthe fastigiata,,,"""[]""","""[]""",KNApSAcK
10807,Galianthe gertii,,,"""[]""","""[]""",KNApSAcK
10808,Galianthe grandifolia,,,"""[]""","""[]""",KNApSAcK
10809,Galianthe guaranitica,,,"""[]""","""[]""",KNApSAcK
10810,Galianthe hassleriana,,,"""[]""","""[]""",KNApSAcK
10811,Galianthe hispidula,,,"""[]""","""[]""",KNApSAcK
10812,Galianthe humilis,,,"""[]""","""[]""",KNApSAcK
10813,Galianthe kempffiana,,,"""[]""","""[]""",KNApSAcK
10814,Galianthe krausei,,,"""[]""","""[]""",KNApSAcK
10815,Galianthe lanceifolia,,,"""[]""","""[]""",KNApSAcK
10816,Galianthe latistipula,,,"""[]""","""[]""",KNApSAcK
10817,Galianthe laxa,,,"""[]""","""[]""",KNApSAcK
10818,Galianthe laxa subsp. laxa,,,"""[]""","""[]""",KNApSAcK
10819,Galianthe laxa subsp. paraguariensis,,,"""[]""","""[]""",KNApSAcK
10820,Galianthe liliifolia,,,"""[]""","""[]""",KNApSAcK
10821,Galianthe linearifolia,,,"""[]""","""[]""",KNApSAcK
10822,Galianthe longifolia,,,"""[]""","""[]""",KNApSAcK
10823,Galianthe longisepala,,,"""[]""","""[]""",KNApSAcK
10824,Galianthe macedoi,,,"""[]""","""[]""",KNApSAcK
10825,Galianthe matogrossiana,,,"""[]""","""[]""",KNApSAcK
10826,Galianthe montesii,,,"""[]""","""[]""",KNApSAcK
10827,Galianthe palustris,,,"""[]""","""[]""",KNApSAcK
10828,Galianthe parvula,,,"""[]""","""[]""",KNApSAcK
10829,Galianthe peruviana,,,"""[]""","""[]""",KNApSAcK
10830,Galianthe polygonoides,,,"""[]""","""[]""",KNApSAcK
10831,Galianthe pseudopetiolata,,,"""[]""","""[]""",KNApSAcK
10832,Galianthe ramosa,,,"""[]""","""[]""",KNApSAcK
10833,Galianthe reitzii,,,"""[]""","""[]""",KNApSAcK
10834,Galianthe riograndensis,,,"""[]""","""[]""",KNApSAcK
10835,Galianthe souzae,,,"""[]""","""[]""",KNApSAcK
10836,Galianthe spicata,,,"""[]""","""[]""",KNApSAcK
10837,Galianthe sudyungensis,,,"""[]""","""[]""",KNApSAcK
10838,Galianthe thalictroides,,,"""[]""","""[]""",KNApSAcK
10839,Galianthe vaginata,,,"""[]""","""[]""",KNApSAcK
10840,Galianthe valerianoides,,,"""[]""","""[]""",KNApSAcK
10841,Galianthe vasquezii,,,"""[]""","""[]""",KNApSAcK
10842,Galianthe verbenoides,,,"""[]""","""[]""",KNApSAcK
10843,Galiniera myrtoides,,,"""[]""","""[]""",KNApSAcK
