org_id	org_name	org_tax_level	org_tax_id	subspecies_tax_id	subspecies_name	species_tax_id	species_name	genus_tax_id	genus_name	family_tax_id	family_name	kingdom_tax_id	kingdom_name	superkingdom_tax_id	superkingdom_name
NPO24314	Erythrina sigmoidea	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3841	Erythrina	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO6065	Brassica carinata	Species	52824	n.a.	n.a.	52824	Brassica carinata	3705	Brassica	3700	Brassicaceae	33090	Viridiplantae	2759	Eukaryota
NPO18069	Streptomyces coelicoflavus	Species	285562	n.a.	n.a.	285562	Streptomyces coelicoflavus	1883	Streptomyces	2062	Streptomycetaceae	n.a.	n.a.	2	Bacteria
NPO3143	Artemisia carruthii	Species	1227619	n.a.	n.a.	1227619	Artemisia carruthii	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO15295	Polyachyrus sphaerocephalus	Species	460355	n.a.	n.a.	460355	Polyachyrus sphaerocephalus	460350	Polyachyrus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO19391	Senecio aegyptius	Species	121537	n.a.	n.a.	121537	Senecio aegyptius	18794	Senecio	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO40561	Polyalthia laui	Species	1310099	n.a.	n.a.	1310099	Monoon laui	1310091	Monoon	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO364	Chimonanthus praecox	Species	13419	n.a.	n.a.	13419	Chimonanthus praecox	13418	Chimonanthus	3427	Calycanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14031	Alcyonium patagonicum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	Alcyonium	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO8748	Dacrydium nidulum	Species	1030182	n.a.	n.a.	1030182	Dacrydium nidulum	56889	Dacrydium	3362	Podocarpaceae	33090	Viridiplantae	2759	Eukaryota
NPO17386	Securidaca longepedunculata	Species	690845	n.a.	n.a.	690845	Securidaca longepedunculata	4277	Securidaca	4274	Polygalaceae	33090	Viridiplantae	2759	Eukaryota
NPO5896	Crinum laurentii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	16055	Crinum	4668	Amaryllidaceae	33090	Viridiplantae	2759	Eukaryota
NPO6938	Astragalus dissectus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO1458	Burkholderia gladioli	Species	28095	n.a.	n.a.	28095	Burkholderia gladioli	32008	Burkholderia	119060	Burkholderiaceae	n.a.	n.a.	2	Bacteria
NPO9947	Teucrium scorodonia	Species	53178	n.a.	n.a.	53178	Teucrium scorodonia	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO7690	Nyssa sinensis	Species	561372	n.a.	n.a.	561372	Nyssa sinensis	4290	Nyssa	4289	Nyssaceae	33090	Viridiplantae	2759	Eukaryota
NPO7033	Potamogeton nodosus	Species	99363	n.a.	n.a.	99363	Potamogeton nodosus	13228	Potamogeton	16362	Potamogetonaceae	33090	Viridiplantae	2759	Eukaryota
NPO29268	Phyllanthus simplex	Species	n.a.	n.a.	n.a.	n.a.	n.a.	634324	Phyllanthus	1673678	Leiothrichidae	33208	Metazoa	2759	Eukaryota
NPO19505	Swartzia polyphylla	Species	450104	n.a.	n.a.	450104	Swartzia polyphylla	53925	Swartzia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO3516	Crepidotus fulvotomentosus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	104351	Crepidotus	104350	Crepidotaceae	4751	Fungi	2759	Eukaryota
NPO12043	Eria coronaria	Species	941465	n.a.	n.a.	941465	Eria coronaria	38200	Eria	4747	Orchidaceae	33090	Viridiplantae	2759	Eukaryota
NPO7699	Xeranthemum cylindraceum	Species	143215	n.a.	n.a.	143215	Xeranthemum cylindraceum	143214	Xeranthemum	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO11989	Erythrostemon gilliesii	Species	191891	n.a.	n.a.	191891	Erythrostemon gilliesii	508969	Erythrostemon	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO33045	bellevalia eigii	Species	n.a.	n.a.		n.a.	n.a.	81738	Bellevalia	44985	Hyacinthaceae	33090	Viridiplantae	2759	Eukaryota
NPO9314	Gouania ulmifolia	Species	n.a.	n.a.	n.a.	n.a.	n.a.	210581	Gouania	63826	Gobiesocidae	33208	Metazoa	2759	Eukaryota
NPO3497	Pestalotiopsis virgatula	Species	290289	n.a.	n.a.	290289	Pestalotiopsis virgatula	37840	Pestalotiopsis	1812776	Sporocadaceae	4751	Fungi	2759	Eukaryota
NPO12397	Solanum betaceum	Species	45843	n.a.	n.a.	45843	Solanum betaceum	4107	Solanum	4070	Solanaceae	33090	Viridiplantae	2759	Eukaryota
NPO14751	Anisodoris nobilis	Species	589681	n.a.	n.a.	589681	Peltodoris nobilis	1772197	Peltodoris	6515	Discodorididae	33208	Metazoa	2759	Eukaryota
NPO10827	Andira araroba	Species	n.a.	n.a.	n.a.	n.a.	n.a.	48128	Andira	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO27681	Mikania grazielae	Species	n.a.	n.a.	n.a.	n.a.	n.a.	102786	Mikania	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO33230	Phomopsis sp. BCC 9789	Species	704643	n.a.		704643	Phomopsis sp. BCC 9789	34399	Phomopsis	5117	Valsaceae	4751	Fungi	2759	Eukaryota
NPO4994	Pachysandra procumbens	Species	83909	n.a.	n.a.	83909	Pachysandra procumbens	74824	Pachysandra	4000	Buxaceae	33090	Viridiplantae	2759	Eukaryota
NPO3346	Piper sanctum	Species	511552	n.a.	n.a.	511552	Piper sanctum	13215	Piper	16739	Piperaceae	33090	Viridiplantae	2759	Eukaryota
NPO11743	Phryxe caudata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	569079	Phryxe	27474	Tachinidae	33208	Metazoa	2759	Eukaryota
NPO390	Tectocoris diophthalmus	Species	159956	n.a.	n.a.	159956	Tectocoris diophthalmus	159955	Tectocoris	468258	Scutelleridae	33208	Metazoa	2759	Eukaryota
NPO6532	Lithospermum ruderale	Species	650313	n.a.	n.a.	650313	Lithospermum ruderale	21634	Lithospermum	21571	Boraginaceae	33090	Viridiplantae	2759	Eukaryota
NPO9772	Helvella esculenta	Species	n.a.	n.a.	n.a.	n.a.	n.a.	44624	Helvella	33159	Helvellaceae	4751	Fungi	2759	Eukaryota
NPO7673	Astragalus quisqualis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO19807	Rubus parkeri	Species	616964	n.a.	n.a.	616964	Rubus parkeri	23216	Rubus	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO10055	Stichoneuron caudatum	Species	50540	n.a.	n.a.	50540	Stichoneuron caudatum	50539	Stichoneuron	49662	Stemonaceae	33090	Viridiplantae	2759	Eukaryota
NPO8884	Cuscuta reflexa	Species	4129	n.a.	n.a.	4129	Cuscuta reflexa	4128	Cuscuta	4118	Convolvulaceae	33090	Viridiplantae	2759	Eukaryota
NPO2229	Phyllarthron comorense	Species	1776918	n.a.	n.a.	1776918	Phyllarthron comorense	260308	Phyllarthron	24079	Bignoniaceae	33090	Viridiplantae	2759	Eukaryota
NPO25456	Cortinarius infractus	Species	165398	n.a.	n.a.	165398	Cortinarius infractus	34451	Cortinarius	34450	Cortinariaceae	4751	Fungi	2759	Eukaryota
NA	Eurypon laughlini	Species	283560	n.a.	n.a.	283560	Prosuberites laughlini	269055	Prosuberites	55660	Suberitidae	33208	Metazoa	2759	Eukaryota
NPO11607	Marrubium parviflorum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	41229	Marrubium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO40974	Panus rudis Fr. IFO 8994	Strain	n.a.	n.a.	n.a.	48022	Panus rudis	38807	Panus	2028207	n.a.	4751	Fungi	2759	Eukaryota
NPO12348	Chrysosplenium grayanum	Species	61245	n.a.	n.a.	61245	Chrysosplenium grayanum	23242	Chrysosplenium	3792	Saxifragaceae	33090	Viridiplantae	2759	Eukaryota
NPO33079	pachastrella sp.	Species	n.a.	n.a.		n.a.	n.a.	881970	Pachastrella	77187	Pachastrellidae	33208	Metazoa	2759	Eukaryota
NPO6447	Kopsia teoi	Species	n.a.	n.a.	n.a.	n.a.	n.a.	21101	Kopsia	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO2961	Lomelosia caucasica	Species	183564	n.a.	n.a.	183564	Lomelosia caucasica	183562	Lomelosia	4200	Caprifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO41597	Bacillus subtilis RF1-L3 [mCherry egfp zwf ribBA and ywlf]	Strain	n.a.	n.a.	n.a.	n.a.	Bacillus subtilis	1386	Bacillus	186817	Bacillaceae	n.a.	n.a.	2	Bacteria
NPO41917	A new engineered strain of Yarrowia lipolytica [PsCrtW HpCrtZ]	Strain	n.a.	n.a.	n.a.	n.a.	Yarrowia lipolytica	4951	Yarrowia	34353	Dipodascaceae	4751	Fungi	2759	Eukaryota
NPO14135	Fritillaria prezewalskii	Species	n.a.	n.a.	n.a.	n.a.	Fritillaria prezewalskii 	59070	Fritillaria	4677	Liliaceae	33090	Viridiplantae	2759	Eukaryota
NPO5883	Nassauvia revoluta	Species	460340	n.a.	n.a.	460340	Nassauvia revoluta	41611	Nassauvia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO29325	Lappa officinalis	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO10487	Rosa americana	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3764	Rosa	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO26098	Essentia	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO6450	Desmodium canum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	53866	Desmodium	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO6177	Veronicastrum japonicum	Species	1619673	n.a.	n.a.	1619673	Veronicastrum japonicum	74694	Veronicastrum	156152	Plantaginaceae	33090	Viridiplantae	2759	Eukaryota
NPO40611	Streptomyces sp. Go-GS12	Strain	n.a.	n.a.	n.a.	n.a.	n.a.	1883	Streptomyces	2062	Streptomycetaceae	n.a.		2	Bacteria
NPO30421	Codonopsis tangshen	Species	n.a.	n.a.	n.a.	n.a.	codonopsis tangshen 	16399	Codonopsis	4381	Campanulaceae	33090	Viridiplantae	2759	Eukaryota
NPO11065	Calocephalus brownii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	125668	Calocephalus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO12385	Ventilago viminalis	Species	106720	n.a.	n.a.	106720	Ventilago viminalis	106719	Ventilago	3608	Rhamnaceae	33090	Viridiplantae	2759	Eukaryota
NPO40187	Leucopaxillus albissimus	Species	71893	n.a.	n.a.	71893	Leucopaxillus albissimus	71892	Leucopaxillus	5351	Tricholomataceae	4751	Fungi	2759	Eukaryota
NPO5852	Litsea glutinosa	Species	136122	n.a.	n.a.	136122	Litsea glutinosa	22042	Litsea	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO28080	Pedicularis palustris	Species	462877	n.a.	n.a.	462877	Pedicularis palustris	43174	Pedicularis	91896	Orobanchaceae	33090	Viridiplantae	2759	Eukaryota
NPO30178	Zanthoxylum spp	Species	n.a.	n.a.	n.a.	n.a.	zanthoxylum spp. 	67937	Zanthoxylum	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO14315	Conostylis setosa	Species	524059	n.a.	n.a.	524059	Conostylis setosa	95951	Conostylis	54924	Haemodoraceae	33090	Viridiplantae	2759	Eukaryota
NPO20289	Dracocephalum tanguticum	Species	1699510	n.a.	n.a.	1699510	Dracocephalum tanguticum	39166	Dracocephalum	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO6875	Tabebuia chrysantha	Species	429696	n.a.	n.a.	429696	Tabebuia chrysantha	39256	Tabebuia	24079	Bignoniaceae	33090	Viridiplantae	2759	Eukaryota
NPO33022	gymnoascus reessii	Species	n.a.	n.a.		n.a.	n.a.	69889	Gymnoascus	37243	Gymnoascaceae	4751	Fungi	2759	Eukaryota
NPO6842	Centaurea balsamita	Species	n.a.	n.a.	n.a.	n.a.	n.a.	41503	Centaurea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO1618	Ovidia pillo-pillo	Species	n.a.	n.a.	n.a.	n.a.	n.a.	142691	Ovidia	39987	Thymelaeaceae	33090	Viridiplantae	2759	Eukaryota
NPO16627	Ailanthus giraldii	Species	452801	n.a.	n.a.	452801	Ailanthus giraldii	23809	Ailanthus	23808	Simaroubaceae	33090	Viridiplantae	2759	Eukaryota
NPO18778	Paullinia pinnata	Species	290984	n.a.	n.a.	290984	Paullinia pinnata	290983	Paullinia	23672	Sapindaceae	33090	Viridiplantae	2759	Eukaryota
NPO1131	Lathyrus spp.	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3853	Lathyrus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO4690	Aphloia theiformis	Species	112806	n.a.	n.a.	112806	Aphloia theiformis	112805	Aphloia	112804	Aphloiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32494	cedrelopsis microfoliata	Species	n.a.	n.a.		n.a.	n.a.	864330	Cedrelopsis	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO23814	Elsholtzia splendens	Species	475396	n.a.	n.a.	475396	Elsholtzia splendens	41225	Elsholtzia	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO4974	Stevia breviaristata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO22985	Thamnosma montana	Species	452797	n.a.	n.a.	452797	Thamnosma montana	452795	Thamnosma	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO4575	Melampodium camphoratum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	176608	Melampodium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO19334	Rosa polyantha	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3764	Rosa	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO32894	rhaphisia lacazei	Species	n.a.	n.a.		n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO5835	Heracleum granatense	Species	n.a.	n.a.	n.a.	n.a.	n.a.	40917	Heracleum	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO41384	Chlorella sp. KKUS2 Toluraspore Y30	Strain	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO13332	Tacca chantrieri	Species	85283	n.a.	n.a.	85283	Tacca chantrieri	44981	Tacca	1898022	Taccaceae	33090	Viridiplantae	2759	Eukaryota
NPO11244	Chrysolaena propinqua	Species	n.a.	n.a.	n.a.	n.a.	n.a.	434619	Chrysolaena	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO2563	Marah oregana	Species	252534	n.a.	n.a.	252534	Marah oregana	48241	Marah	3650	Cucurbitaceae	33090	Viridiplantae	2759	Eukaryota
NPO27304	Stevia sanguinea	Species	n.a.	n.a.	n.a.	n.a.	n.a.	55669	Stevia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO33624	Astropecten monacanthus	Species	563628	n.a.	n.a.	563628	Astropecten monacanthus	55650	Astropecten	55649	Astropectinidae	33208	Metazoa	2759	Eukaryota
NPO41159	Pomatomus saltatrix	Species	75034	n.a.	n.a.	75034	Pomatomus saltatrix	n.a.	Pomatomus	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO28729	Spirostachys africana	Species	316863	n.a.	n.a.	316863	Spirostachys africana	316862	Spirostachys	3977	Euphorbiaceae	33090	Viridiplantae	2759	Eukaryota
NPO4313	Corynebacterium poinsettiae	Species	n.a.	n.a.	n.a.	n.a.	n.a.	1716	Corynebacterium	1653	Corynebacteriaceae	n.a.	n.a.	2	Bacteria
NPO21839	Cymathere triplicata	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO16415	Drypetes paxii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	20145	Drypetes	233879	Putranjivaceae	33090	Viridiplantae	2759	Eukaryota
NPO10318	Myrospermum frutescens	Species	100153	n.a.	n.a.	100153	Myrospermum frutescens	53903	Myrospermum	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO42003	A new engineered strain of Synechococcuselongatus PCC 7942 [dxs, idi]	Strain	n.a.	n.a.	n.a.	n.a.	Synechococcus elongatus	n.a.	Synechococcus	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO19736	Haplopappus glutinosus	Species	71052	n.a.	n.a.	71052	Haplopappus glutinosus	71051	Haplopappus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO25688	Mikania congesta	Species	n.a.	n.a.	n.a.	n.a.	n.a.	102786	Mikania	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO21545	Maytenus guianensis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	123430	Maytenus	4305	Celastraceae	33090	Viridiplantae	2759	Eukaryota
NPO24662	Ulmus laevis	Species	233204	n.a.	n.a.	233204	Ulmus laevis	24735	Ulmus	3474	Ulmaceae	33090	Viridiplantae	2759	Eukaryota
NPO6471	Trillium camtschaticum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	49674	Trillium	50362	Melanthiaceae	33090	Viridiplantae	2759	Eukaryota
NPO26161	Globba malaccensis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	4643	Globba	4642	Zingiberaceae	33090	Viridiplantae	2759	Eukaryota
NPO41088	Paecilomyces variotii J08NF-1	Strain	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	Paecilomyces	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO5236	Polygonatum biflorum	Species	39535	n.a.	n.a.	39535	Polygonatum biflorum	16195	Polygonatum	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO17818	Acrantophis dumerili	Species	51850	n.a.	n.a.	51850	Acrantophis dumerili	51849	Acrantophis	8572	Boidae	33208	Metazoa	2759	Eukaryota
NPO5495	Broussonetia papyrifera	Species	172644	n.a.	n.a.	172644	Broussonetia papyrifera	66379	Broussonetia	3487	Moraceae	33090	Viridiplantae	2759	Eukaryota
NPO17634	Lycopodium carinatum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3251	Lycopodium	3250	Lycopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO10840	Cestrum laevigatum	Species	1237510	n.a.	n.a.	1237510	Cestrum laevigatum	103474	Cestrum	4070	Solanaceae	33090	Viridiplantae	2759	Eukaryota
NPO19151	Chisocheton paniculatus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	155620	Chisocheton	43707	Meliaceae	33090	Viridiplantae	2759	Eukaryota
NPO28882	Misopates orontium	Species	102599	n.a.	n.a.	102599	Misopates orontium	102598	Misopates	156152	Plantaginaceae	33090	Viridiplantae	2759	Eukaryota
NPO3457	Streptomyces diastaticus	Species	1956	n.a.	n.a.	1956	Streptomyces diastaticus	1883	Streptomyces	2062	Streptomycetaceae	n.a.	n.a.	2	Bacteria
NPO21627	Bambusa chungii	Species	318047	n.a.	n.a.	318047	Bambusa chungii	4581	Bambusa	4479	Poaceae	33090	Viridiplantae	2759	Eukaryota
NPO10917	Junceella gemmacea	Species	n.a.	n.a.	n.a.	n.a.	n.a.	86560	Junceella	86559	Ellisellidae	33208	Metazoa	2759	Eukaryota
NPO8980	Teucrium corymbosum	Species	1209848	n.a.	n.a.	1209848	Teucrium corymbosum	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO25287	Teucrium chamaedrys	Species	53176	n.a.	n.a.	53176	Teucrium chamaedrys	21896	Teucrium	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO24846	Astragalus membranaceus	Species	649199	n.a.	n.a.	649199	Astragalus membranaceus	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO27529	Astragalus pterocephalus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO25114	Linum usitatissimum	Species	4006	n.a.	n.a.	4006	Linum usitatissimum	4005	Linum	4004	Linaceae	33090	Viridiplantae	2759	Eukaryota
NPO28541	Fructus arctii lappae	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO8866	Papaver atlanticum	Species	357466	n.a.	n.a.	357466	Papaver atlanticum	3468	Papaver	3465	Papaveraceae	33090	Viridiplantae	2759	Eukaryota
NPO18403	Lagochilus platycalyx	Species	n.a.	n.a.	n.a.	n.a.	n.a.	694359	Lagochilus	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO40277	Perenniporia maackiae	Species	933052	n.a.	n.a.	933052	Perenniporia maackiae	81049	Perenniporia	5317	Polyporaceae	4751	Fungi	2759	Eukaryota
NPO1194	Lilium elegans	Species	n.a.	n.a.	n.a.	n.a.	n.a.	4688	Lilium	4677	Liliaceae	33090	Viridiplantae	2759	Eukaryota
NPO1334	Senegalia catechu	Species	138017	n.a.	n.a.	138017	Senegalia catechu	468156	Senegalia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO5986	Ziziphus jujuba	Species	326968	n.a.	n.a.	326968	Ziziphus jujuba	72171	Ziziphus	3608	Rhamnaceae	33090	Viridiplantae	2759	Eukaryota
NPO12697	Baccharis megapotamica	Species	n.a.	n.a.	n.a.	n.a.	n.a.	41487	Baccharis	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO12877	Corynanthe johimbe	Species	n.a.	n.a.	n.a.	n.a.	n.a.	170017	Corynanthe	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO7190	Astragalus ptilodes	Species	n.a.	n.a.	n.a.	n.a.	n.a.	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO21183	Peziza mollissima	Species	n.a.	n.a.	n.a.	n.a.	n.a.	40593	Peziza	5186	Pezizaceae	4751	Fungi	2759	Eukaryota
NPO33211	japanese yew	Species	n.a.	n.a.		n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO23793	Morus lhou	Species	226896	n.a.	n.a.	226896	Morus lhou	3497	Morus	3487	Moraceae	33090	Viridiplantae	2759	Eukaryota
NPO4305	Pertusaria wulfenii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	50932	Pertusaria	50931	Pertusariaceae	4751	Fungi	2759	Eukaryota
NPO100	Zanthoxylum microcarpum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	67937	Zanthoxylum	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO22256	Pegolettia senegalensis	Species	81510	n.a.	n.a.	81510	Pegolettia senegalensis	81509	Pegolettia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO25243	Rhamnus saxatilis	Species	280025	n.a.	n.a.	280025	Rhamnus saxatilis	3609	Rhamnus	3608	Rhamnaceae	33090	Viridiplantae	2759	Eukaryota
NPO1000	Thymus transcaucasicus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	49990	Thymus	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
