org_id	org_name	org_tax_level	org_tax_id	subspecies_tax_id	subspecies_name	species_tax_id	species_name	genus_tax_id	genus_name	family_tax_id	family_name	kingdom_tax_id	kingdom_name	superkingdom_tax_id	superkingdom_name
NPO32492	penicillium notatum	Species	n.a.	n.a.		n.a.	n.a.	5073	Penicillium	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO20614	Aristotelia peduncularis	Species	140414	n.a.	n.a.	140414	Aristotelia peduncularis	138854	Aristotelia	26000	Elaeocarpaceae	33090	Viridiplantae	2759	Eukaryota
NPO27710	Phora affinis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	92541	Phora	36164	Phoridae	33208	Metazoa	2759	Eukaryota
NPO16340	Heterostemma brownii	Species	458694	n.a.	n.a.	458694	Heterostemma brownii	235999	Heterostemma	4056	Apocynaceae	33090	Viridiplantae	2759	Eukaryota
NPO30851	Magnolia liliflora	Species	n.a.	n.a.	n.a.	n.a.	magnolia liliflora 	3402	Magnolia	3401	Magnoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO7780	Thalictrum foetidum	Species	1084670	n.a.	n.a.	1084670	Thalictrum foetidum	46968	Thalictrum	3440	Ranunculaceae	33090	Viridiplantae	2759	Eukaryota
NPO7071	Beilschmiedia brevipes	Species	n.a.	n.a.	n.a.	n.a.	n.a.	88849	Beilschmiedia	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO30423	Vanda teres	Species	339107	n.a.	n.a.	339107	Papilionanthe teres	331224	Papilionanthe	4747	Orchidaceae	33090	Viridiplantae	2759	Eukaryota
NPO3754	Ocotea leucoxylon	Species	63811	n.a.	n.a.	63811	Ocotea leucoxylon	63801	Ocotea	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO72	Aspergillus silvaticus	Species	176179	n.a.	n.a.	176179	Aspergillus silvaticus	5052	Aspergillus	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO29154	Heliotropium floridum	Species	454097	n.a.	n.a.	454097	Heliotropium floridum	21621	Heliotropium	1561072	Heliotropiaceae	33090	Viridiplantae	2759	Eukaryota
NPO32614	melochia odorata	Species	n.a.	n.a.		n.a.	n.a.	133572	Melochia	3629	Malvaceae	33090	Viridiplantae	2759	Eukaryota
NPO29892.2	Musa paradisiaca var. sapientum	Varieties	n.a.	n.a.	musa paradisiaca var. sapientum	n.a.	musa paradisiaca 	4640	Musa	4637	Musaceae	33090	Viridiplantae	2759	Eukaryota
NPO17281	Echinaster echinophorus	Species	559820	n.a.	n.a.	559820	Echinaster echinophorus	72720	Echinaster	60576	Echinasteridae	33208	Metazoa	2759	Eukaryota
NPO28013	Grifola gargal	Species	702737	n.a.	n.a.	702737	Grifola gargal	5626	Grifola	5332	Schizophyllaceae	4751	Fungi	2759	Eukaryota
NPO30142	Oleum folii	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO12969	Phyllosticta hydrangeae	Species	n.a.	n.a.	n.a.	n.a.	n.a.	121621	Phyllosticta	1424649	Phyllostictaceae	4751	Fungi	2759	Eukaryota
NPO15319	Glochidion sphaerogynum	Species	544978	n.a.	n.a.	544978	Glochidion sphaerogynum	271517	Glochidion	233880	Phyllanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO14163	Hesperocyparis goveniana	Species	103967	n.a.	n.a.	103967	Hesperocyparis goveniana	634378	Hesperocyparis	3367	Cupressaceae	33090	Viridiplantae	2759	Eukaryota
NPO23228	Cladobotryum rubrobrunnescens	Species	100994	n.a.	n.a.	100994	Cladobotryum rubrobrunnescens	73504	Cladobotryum	5129	Hypocreaceae	4751	Fungi	2759	Eukaryota
NPO7805	Vallisneria spiralis	Species	55324	n.a.	n.a.	55324	Vallisneria spiralis	26336	Vallisneria	26319	Hydrocharitaceae	33090	Viridiplantae	2759	Eukaryota
NPO10398	Myrica gale	Species	29739	n.a.	n.a.	29739	Myrica gale	3509	Myrica	26766	Myricaceae	33090	Viridiplantae	2759	Eukaryota
NPO24474	Rhododendron lepidotum	Species	1044962	n.a.	n.a.	1044962	Rhododendron lepidotum	4346	Rhododendron	4345	Ericaceae	33090	Viridiplantae	2759	Eukaryota
NPO20995	Syringa pinnafolia	Species	n.a.	n.a.	n.a.	n.a.	n.a.	24208	Syringa	4144	Oleaceae	33090	Viridiplantae	2759	Eukaryota
NPO11291	Styrax benzoin	Species	153524	n.a.	n.a.	153524	Styrax benzoin	13699	Styrax	20008	Styracaceae	33090	Viridiplantae	2759	Eukaryota
NPO21231	Astragalus tragacantha	Species	858344	n.a.	n.a.	858344	Astragalus tragacantha	20400	Astragalus	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO27719	Herba gnaphalii affinis	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO2737	Calophyllum caledonicum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	73121	Calophyllum	703253	Calophyllaceae	33090	Viridiplantae	2759	Eukaryota
NPO23884	Hippobroma longiflora	Species	368676	n.a.	n.a.	368676	Hippobroma longiflora	368675	Hippobroma	4381	Campanulaceae	33090	Viridiplantae	2759	Eukaryota
NPO28152	Jacaranda caucana	Species	n.a.	n.a.	n.a.	n.a.	n.a.	83946	Jacaranda	24079	Bignoniaceae	33090	Viridiplantae	2759	Eukaryota
NPO3259	Streptomyces showdoensis	Species	68268	n.a.	n.a.	68268	Streptomyces showdoensis	1883	Streptomyces	2062	Streptomycetaceae	n.a.	n.a.	2	Bacteria
NPO21803	Gentianopsis paludosa	Species	50802	n.a.	n.a.	50802	Gentianopsis paludosa	50798	Gentianopsis	21472	Gentianaceae	33090	Viridiplantae	2759	Eukaryota
NPO23811	Morella esculenta	Species	385002	n.a.	n.a.	385002	Morella esculenta	190583	Morella	26766	Myricaceae	33090	Viridiplantae	2759	Eukaryota
NPO5415	Nanodea muscosa	Species	463667	n.a.	n.a.	463667	Nanodea muscosa	463666	Nanodea	1003249	Nanodeaceae	33090	Viridiplantae	2759	Eukaryota
NPO25232	Peperomia heyneana	Species	n.a.	n.a.	n.a.	n.a.	n.a.	13196	Peperomia	16739	Piperaceae	33090	Viridiplantae	2759	Eukaryota
NPO8896	Anacardium occidentale	Species	171929	n.a.	n.a.	171929	Anacardium occidentale	171928	Anacardium	4011	Anacardiaceae	33090	Viridiplantae	2759	Eukaryota
NPO7239	Gnetum parvifolium	Species	33153	n.a.	n.a.	33153	Gnetum parvifolium	3380	Gnetum	3379	Gnetaceae	33090	Viridiplantae	2759	Eukaryota
NPO10121	Bothrops jararaca	Species	8724	n.a.	n.a.	8724	Bothrops jararaca	8721	Bothrops	8689	Viperidae	33208	Metazoa	2759	Eukaryota
NPO12234	Khaya ivorensis	Species	486173	n.a.	n.a.	486173	Khaya ivorensis	124952	Khaya	43707	Meliaceae	33090	Viridiplantae	2759	Eukaryota
NPO33098	cyanobacteria	Phylum	1117	n.a.		n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	2	Bacteria
NPO13381	Pannaria fulvescens	Species	n.a.	n.a.	n.a.	n.a.	n.a.	191108	Pannaria	176448	Pannariaceae	4751	Fungi	2759	Eukaryota
NPO25801	Harungana madagascariensis	Species	198768	n.a.	n.a.	198768	Harungana madagascariensis	198767	Harungana	629714	Hypericaceae	33090	Viridiplantae	2759	Eukaryota
NPO7577	Nephrotoma cornicina	Species	1720712	n.a.	n.a.	1720712	Nephrotoma cornicina	46210	Nephrotoma	41042	Tipulidae	33208	Metazoa	2759	Eukaryota
NPO11167	Prunus ssiori	Species	1926489	n.a.	n.a.	1926489	Prunus ssiori	3754	Prunus	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO28247	Radula voluta	Species	399160	n.a.	n.a.	399160	Radula voluta	139836	Radula	139835	Radulaceae	33090	Viridiplantae	2759	Eukaryota
NPO3119	Cephalaria uralensis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	183558	Cephalaria	4200	Caprifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO7260	Angelica genuflexa	Species	357848	n.a.	n.a.	357848	Angelica genuflexa	40948	Angelica	4037	Apiaceae	33090	Viridiplantae	2759	Eukaryota
NPO4554	Isatis tinctoria	Species	161756	n.a.	n.a.	161756	Isatis tinctoria	161755	Isatis	3700	Brassicaceae	33090	Viridiplantae	2759	Eukaryota
NPO7236	Sagittaria pygmaea	Species	258217	n.a.	n.a.	258217	Sagittaria pygmaea	4450	Sagittaria	4449	Alismataceae	33090	Viridiplantae	2759	Eukaryota
NPO3212	Bipolaris sorokiniana	Species	45130	n.a.	n.a.	45130	Bipolaris sorokiniana	33194	Bipolaris	28556	Pleosporaceae	4751	Fungi	2759	Eukaryota
NPO2756	Emerita analoga	Species	101204	n.a.	n.a.	101204	Emerita analoga	41005	Emerita	41004	Hippidae	33208	Metazoa	2759	Eukaryota
NPO26664	Senecio nudicaulis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	18794	Senecio	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO10262	Crotalaria assamica	Species	671522	n.a.	n.a.	671522	Crotalaria assamica	3828	Crotalaria	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO15234	Streptomyces heteromorphus	Species	132471	n.a.	n.a.	132471	Streptomyces heteromorphus	1883	Streptomyces	2062	Streptomycetaceae	n.a.	n.a.	2	Bacteria
NPO10869	Cota saguramica	Species	589833	n.a.	n.a.	589833	Cota saguramica	282214	Cota	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO11947	Salsola micranthera	Species	798191	n.a.	n.a.	798191	Salsola micranthera	151233	Salsola	1804623	Chenopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO21708	Verongula gigantea	Species	289407	n.a.	n.a.	289407	Verongula gigantea	289406	Verongula	121475	Aplysinidae	33208	Metazoa	2759	Eukaryota
NPO15976	Hypericum calycinum	Species	55963	n.a.	n.a.	55963	Hypericum calycinum	55962	Hypericum	629714	Hypericaceae	33090	Viridiplantae	2759	Eukaryota
NPO25206	Cucurbita moschata	Species	3662	n.a.	n.a.	3662	Cucurbita moschata	3660	Cucurbita	3650	Cucurbitaceae	33090	Viridiplantae	2759	Eukaryota
NPO14518	Ateleia herbert-smithii	Species	53831	n.a.	n.a.	53831	Ateleia herbert-smithii	53830	Ateleia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO32586	ardisia gigantifolia stapf.	Species	n.a.	n.a.		n.a.	n.a.	13344	Ardisia	4335	Primulaceae	33090	Viridiplantae	2759	Eukaryota
NPO14827	Rhus chinensis	Species	289753	n.a.	n.a.	289753	Rhus chinensis	4012	Rhus	4011	Anacardiaceae	33090	Viridiplantae	2759	Eukaryota
NPO27312	Citrus tangerina	Species	237575	n.a.	n.a.	237575	Citrus tangerina	2706	Citrus	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO28899	Eupatorium hyssopifolium	Species	102774	n.a.	n.a.	102774	Eupatorium hyssopifolium	13516	Eupatorium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO6005	Osmundaria fimbriata	Species	228265	n.a.	n.a.	228265	Osmundaria fimbriata	155555	Osmundaria	2803	Rhodomelaceae	n.a.	n.a.	2759	Eukaryota
NPO13193	Procambarus clarkii	Species	6728	n.a.	n.a.	6728	Procambarus clarkii	6726	Procambarus	6725	Cambaridae	33208	Metazoa	2759	Eukaryota
NPO9442	Suberites japonicus	Species	n.a.	n.a.	n.a.	n.a.	n.a.	55566	Suberites	55660	Suberitidae	33208	Metazoa	2759	Eukaryota
NPO40822	Croton damayeshu	Species	n.a.	n.a.	n.a.	n.a.	n.a.	100370	Croton	3977	Euphorbiaceae	33090	Viridiplantae	2759	Eukaryota
NPO24911	Heterogorgia uatumani	Species	n.a.	n.a.	n.a.	n.a.	n.a.	716686	Heterogorgia	44191	Plexauridae	33208	Metazoa	2759	Eukaryota
NPO19430	Chondrococcus hornemanni	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO32667	Petrosia sp.	Species	n.a.	n.a.	n.a.	n.a.	n.a.	68563	Petrosia	68562	Petrosiidae	33208	Metazoa	2759	Eukaryota
NPO10899	Ophioparma ventosa	Species	145978	n.a.	n.a.	145978	Ophioparma ventosa	145977	Ophioparma	145976	Ophioparmaceae	4751	Fungi	2759	Eukaryota
NPO20477	Grindelia integrifolia	Species	1043412	n.a.	n.a.	1043412	Grindelia integrifolia	71045	Grindelia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO17668	Artemisia gmelinii	Species	401898	n.a.	n.a.	401898	Artemisia gmelinii	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO25386	Arthrospira platensis	Species	118562	n.a.	n.a.	118562	Arthrospira platensis	35823	Arthrospira	1892252	Microcoleaceae	n.a.	n.a.	2	Bacteria
NPO21758	Thiocystis gelatinosa	Species	46450	n.a.	n.a.	46450	Thiocystis gelatinosa	13724	Thiocystis	1046	Chromatiaceae	n.a.	n.a.	2	Bacteria
NPO7219	Vernonia potamophila	Species	n.a.	n.a.	n.a.	n.a.	n.a.	13753	Vernonia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO25623	Taxodium mucronatum	Species	99812	n.a.	n.a.	99812	Taxodium mucronatum	13282	Taxodium	3367	Cupressaceae	33090	Viridiplantae	2759	Eukaryota
NPO22453	Befaria racemosa	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO22737	Caylusea abyssinica	Species	415761	n.a.	n.a.	415761	Caylusea abyssinica	415760	Caylusea	26958	Resedaceae	33090	Viridiplantae	2759	Eukaryota
NPO11578	Aloe vera	Species	34199	n.a.	n.a.	34199	Aloe vera	25641	Aloe	27232	Xanthorrhoeaceae	33090	Viridiplantae	2759	Eukaryota
NPO12190	Carduus acanthoides	Species	416131	n.a.	n.a.	416131	Carduus acanthoides	92905	Carduus	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO21855	Hydrallmania falcata	Species	308602	n.a.	n.a.	308602	Hydrallmania falcata	308601	Hydrallmania	86619	Sertulariidae	33208	Metazoa	2759	Eukaryota
NPO40120	Eremophila microtheca	Species	2652573	n.a.	n.a.	2652573	Eremophila microtheca	255893	Eremophila	4149	Scrophulariaceae	33090	Viridiplantae	2759	Eukaryota
NPO22447	Sidastrum acuminatum	Species	n.a.	n.a.	n.a.	n.a.	n.a.	108353	Sidastrum	3629	Malvaceae	33090	Viridiplantae	2759	Eukaryota
NPO26107	Montanoa speciosa	Species	167005	n.a.	n.a.	167005	Montanoa speciosa	166981	Montanoa	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO8895	Dictyota pfaffii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	2875	Dictyota	2874	Dictyotaceae	n.a.	n.a.	2759	Eukaryota
NPO4117	Nauclea rhynchophylla	Species	n.a.	n.a.	n.a.	n.a.	n.a.	43525	Nauclea	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO6584	Pterodon apparicioi	Species	n.a.	n.a.	n.a.	n.a.	n.a.	104317	Pterodon	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO1692	Aquilaria malaccensis	Species	223753	n.a.	n.a.	223753	Aquilaria malaccensis	69461	Aquilaria	39987	Thymelaeaceae	33090	Viridiplantae	2759	Eukaryota
NPO5087	Daphne oleoides	Species	224035	n.a.	n.a.	224035	Daphne oleoides	66679	Daphne	39987	Thymelaeaceae	33090	Viridiplantae	2759	Eukaryota
NPO40268	Penicillium concentricum	Species	293559	n.a.	n.a.	293559	Penicillium concentricum	5073	Penicillium	1131492	Aspergillaceae	4751	Fungi	2759	Eukaryota
NPO32902	xylopia sp.	Species	n.a.	n.a.		n.a.	n.a.	225838	Xylopia	22140	Annonaceae	33090	Viridiplantae	2759	Eukaryota
NPO32761	microcystis sp.	Species	1127	n.a.		1127	Microcystis sp.	1125	Microcystis	1890449	Microcystaceae	n.a.	n.a.	2	Bacteria
NPO14016	Sesamoides pygmaea	Species	n.a.	n.a.	n.a.	n.a.	n.a.	415840	Sesamoides	26958	Resedaceae	33090	Viridiplantae	2759	Eukaryota
NPO16560	Palhinhaea cernua	Species	73621	n.a.	n.a.	73621	Palhinhaea cernua	1622067	Palhinhaea	3250	Lycopodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO23542	Omphalotus illudens	Species	85975	n.a.	n.a.	85975	Omphalotus illudens	71962	Omphalotus	72117	Omphalotaceae	4751	Fungi	2759	Eukaryota
NPO2730	Bergeninum	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO3288	Microcystis aeruginosa	Species	1126	n.a.	n.a.	1126	Microcystis aeruginosa	1125	Microcystis	1890449	Microcystaceae	n.a.	n.a.	2	Bacteria
NPO32467	zyzzya fuliginosus	Species	n.a.	n.a.		n.a.	n.a.	561730	Zyzzya	n.a.	n.a.	33208	Metazoa	2759	Eukaryota
NPO12682	Euphorbia helioscopia	Species	154990	n.a.	n.a.	154990	Euphorbia helioscopia	3990	Euphorbia	3977	Euphorbiaceae	33090	Viridiplantae	2759	Eukaryota
NPO12723	Pteronia paniculata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	72970	Pteronia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO20156	Bolbitis subcordata	Species	872462	n.a.	n.a.	872462	Bolbitis subcordata	84611	Bolbitis	29607	Dryopteridaceae	33090	Viridiplantae	2759	Eukaryota
NPO3948	Artemisia keiskeana	Species	637481	n.a.	n.a.	637481	Artemisia keiskeana	4219	Artemisia	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO320	Coffea canephora	Species	49390	n.a.	n.a.	49390	Coffea canephora	13442	Coffea	24966	Rubiaceae	33090	Viridiplantae	2759	Eukaryota
NPO23557	Zanthoxylum ailanthoides	Species	159071	n.a.	n.a.	159071	Zanthoxylum ailanthoides	67937	Zanthoxylum	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO9552	Phyllobates terribilis	Species	111132	n.a.	n.a.	111132	Phyllobates terribilis	51961	Phyllobates	43469	Dendrobatidae	33208	Metazoa	2759	Eukaryota
NPO16073	Sarcomelicope megistophylla	Species	n.a.	n.a.	n.a.	n.a.	n.a.	76971	Sarcomelicope	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO10543	Supella longipalpa	Species	83902	n.a.	n.a.	83902	Supella longipalpa	83901	Supella	1049651	Ectobiidae	33208	Metazoa	2759	Eukaryota
NPO3876	Andrographis elongata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	175693	Andrographis	4185	Acanthaceae	33090	Viridiplantae	2759	Eukaryota
NPO30259	Ascidian (iic-197)	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO13937	Leptodontidium elatius	Species	187858	n.a.	n.a.	187858	Leptodontidium elatius	75374	Leptodontidium	n.a.	n.a.	4751	Fungi	2759	Eukaryota
NPO40720	0stoc spp. UIC 10366	Strain	n.a.	n.a.	n.a.	n.a.	n.a.	1177	0stoc	1162	0stocaceae	n.a.		2	Bacteria
NPO27426	Cassytha melantha	Species	263809	n.a.	n.a.	263809	Cassytha melantha	121072	Cassytha	3433	Lauraceae	33090	Viridiplantae	2759	Eukaryota
NPO10178	Achillea chamaemelifolia	Species	282725	n.a.	n.a.	282725	Achillea chamaemelifolia	13328	Achillea	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO28161	Stephania sutchuenensis	Species	n.a.	n.a.	n.a.	n.a.	n.a.	147243	Stephania	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO41764	Saccharomyces cerevisiae ScLCZ08 [MtOAS, AtCPR1]	Strain	n.a.	n.a.	n.a.	n.a.	Saccharomyces cerevisiae	4930	Saccharomyces	4893	Saccharomycetaceae	4751	Fungi	2759	Eukaryota
NPO9	Camarops microspora	Species	42371	n.a.	n.a.	42371	Camarops microspora	42370	Camarops	45489	Boliniaceae	4751	Fungi	2759	Eukaryota
NPO22808	Hesperocyparis stephensonii	Species	48932	n.a.	n.a.	48932	Hesperocyparis stephensonii	634378	Hesperocyparis	3367	Cupressaceae	33090	Viridiplantae	2759	Eukaryota
NPO9385	Glycosmis ovoidea	Species	159046	n.a.	n.a.	159046	Glycosmis ovoidea	68543	Glycosmis	23513	Rutaceae	33090	Viridiplantae	2759	Eukaryota
NPO18321	Medicago sativa	Species	3879	n.a.	n.a.	3879	Medicago sativa	3877	Medicago	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO4446	Prunus davidiana	Species	151430	n.a.	n.a.	151430	Prunus davidiana	3754	Prunus	3745	Rosaceae	33090	Viridiplantae	2759	Eukaryota
NPO13004	Fraxinus insularis	Species	757445	n.a.	n.a.	757445	Fraxinus insularis	38871	Fraxinus	4144	Oleaceae	33090	Viridiplantae	2759	Eukaryota
NPO4111	Schistostephium artemisiifolium	Species	n.a.	n.a.	n.a.	n.a.	n.a.	99099	Schistostephium	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO40567	Moorea producens	Species	1155739	n.a.	n.a.	1155739	Moorena producens	1155738	Moorea	1892254	Oscillatoriaceae	n.a.		2	Bacteria
NPO12611	Lonicera korolkovii	Species	566145	n.a.	n.a.	566145	Lonicera korolkowii	49606	Lonicera	4200	Caprifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO25454	Plumbago europaea	Species	114226	n.a.	n.a.	114226	Plumbago europaea	4439	Plumbago	4437	Plumbaginaceae	33090	Viridiplantae	2759	Eukaryota
NPO1862	Helichrysum platypterum	Species	630330	n.a.	n.a.	630330	Helichrysum platypterum	59430	Helichrysum	4210	Asteraceae	33090	Viridiplantae	2759	Eukaryota
NPO17498	Metarhizium acridum	Species	92637	n.a.	n.a.	92637	Metarhizium acridum	5529	Metarhizium	34397	Clavicipitaceae	4751	Fungi	2759	Eukaryota
NPO27177	Telitoxicum glaziovii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	461637	Telitoxicum	3455	Menispermaceae	33090	Viridiplantae	2759	Eukaryota
NPO30840	Hypoxylon truncatum	Species	n.a.	n.a.	n.a.	n.a.	hypoxylon truncatum 	42308	Hypoxylon	37990	Xylariaceae	4751	Fungi	2759	Eukaryota
NPO41175	Vaccinium parvifolium	Species	180766	n.a.	n.a.	180766	Vaccinium parvifolium	13749	Vaccinium	4345	Ericaceae	33090	Viridiplantae	2759	Eukaryota
NPO25345	Corydalis ternata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	3463	Corydalis	3465	Papaveraceae	33090	Viridiplantae	2759	Eukaryota
NPO15789	Leucas cephalotes	Species	1260214	n.a.	n.a.	1260214	Leucas cephalotes	378905	Leucas	4136	Lamiaceae	33090	Viridiplantae	2759	Eukaryota
NPO19777	Pholiota adiposa	Species	64639	n.a.	n.a.	64639	Pholiota adiposa	13205	Pholiota	40562	Strophariaceae	4751	Fungi	2759	Eukaryota
NPO4797	Gavia immer	Species	37039	n.a.	n.a.	37039	Gavia immer	37038	Gavia	30412	Gaviidae	33208	Metazoa	2759	Eukaryota
NPO18313	Erodium stephanianum	Species	337405	n.a.	n.a.	337405	Erodium stephanianum	21555	Erodium	4027	Geraniaceae	33090	Viridiplantae	2759	Eukaryota
NPO326	Pittosporum brevicalyx	Species	n.a.	n.a.	n.a.	n.a.	n.a.	23129	Pittosporum	23121	Pittosporaceae	33090	Viridiplantae	2759	Eukaryota
NPO10489	Lophius piscatorius	Species	8074	n.a.	n.a.	8074	Lophius piscatorius	n.a.	Lophius	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO40331	Saccharothrix sp.	Species	1873460	n.a.	n.a.	1873460	Saccharothrix sp.	2071	Saccharothrix	2070	Pseudonocardiaceae	n.a.		2	Bacteria
NPO26071	Hypoxylon haematostroma	Species	152305	n.a.	n.a.	152305	Hypoxylon haematostroma	42308	Hypoxylon	37990	Xylariaceae	4751	Fungi	2759	Eukaryota
NPO28104	Streptomyces hachijoensis	Species	66899	n.a.	n.a.	66899	Streptomyces hachijoensis	1883	Streptomyces	2062	Streptomycetaceae	n.a.	n.a.	2	Bacteria
NPO24241	Taiwania cryptomerioides	Species	50187	n.a.	n.a.	50187	Taiwania cryptomerioides	25613	Taiwania	3367	Cupressaceae	33090	Viridiplantae	2759	Eukaryota
NPO15771	Polygonatum prattii	Species	261421	n.a.	n.a.	261421	Polygonatum prattii	16195	Polygonatum	40552	Asparagaceae	33090	Viridiplantae	2759	Eukaryota
NPO7528	Belamcanda chinensis	Species	58944	n.a.	n.a.	58944	Iris domestica	26378	Iris	26339	Iridaceae	33090	Viridiplantae	2759	Eukaryota
NPO27724.1	Polygala senega var. latifolia	Varieties	1925546	1925546	Polygala senega var. latifolia	174549	Polygala senega	4275	Polygala	4274	Polygalaceae	33090	Viridiplantae	2759	Eukaryota
NPO8703	Monopteryx uaucu	Species	1602310	n.a.	n.a.	1602310	Monopteryx uaucu	553494	Monopteryx	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO714	Echinaster sepositus	Species	72721	n.a.	n.a.	72721	Echinaster sepositus	72720	Echinaster	60576	Echinasteridae	33208	Metazoa	2759	Eukaryota
NPO25926	Tephrosia pumila	Species	1383562	n.a.	n.a.	1383562	Tephrosia pumila	47097	Tephrosia	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
NPO31459	Rapanea sp	Species	n.a.	n.a.	n.a.	n.a.	rapanea sp. 	85892	Rapanea	4335	Primulaceae	33090	Viridiplantae	2759	Eukaryota
NPO30630.1	Vaccinium vitisidaea var. minus	Varieties	n.a.	n.a.	vaccinium vitisidaea var. minus	180772	Vaccinium vitis-idaea	13749	Vaccinium	4345	Ericaceae	33090	Viridiplantae	2759	Eukaryota
NPO13634	Polypodium glycyrrhiza	Species	38390	n.a.	n.a.	38390	Polypodium glycyrrhiza	38352	Polypodium	3275	Polypodiaceae	33090	Viridiplantae	2759	Eukaryota
NPO19675	Eptatretus burgeri	Species	7764	n.a.	n.a.	7764	Eptatretus burgeri	7763	Eptatretus	7762	Myxinidae	33208	Metazoa	2759	Eukaryota
NPO33311	spongosorite	Genus	n.a.	n.a.		n.a.	n.a.	6070	Spongosorites	6060	Halichondriidae	33208	Metazoa	2759	Eukaryota
NPO40677	Vitis vinifera	Strain	n.a.	n.a.	n.a.	n.a.	n.a.	3603	Vitis	3602	Vitaceae	33090	Viridiplantae	2759	Eukaryota
NPO21772	Valeriana vaginata	Species	n.a.	n.a.	n.a.	n.a.	n.a.	19952	Valeriana	4200	Caprifoliaceae	33090	Viridiplantae	2759	Eukaryota
NPO4783	Cyphus niveus	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
NPO8640	Nemuaron humboldtii	Species	n.a.	n.a.	n.a.	n.a.	n.a.	74953	Nemuaron	88854	Atherospermataceae	33090	Viridiplantae	2759	Eukaryota
NPO10916	Cladrastis spp.	Species	n.a.	n.a.	n.a.	n.a.	n.a.	38411	Cladrastis	3803	Fabaceae	33090	Viridiplantae	2759	Eukaryota
