,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,try_Snippet,Sources
532,744412-1,Bertiera angusiana,Bertiera angusiana,744412-1,Species, <b>Leaf</b>:  and lateral nerves ± densely clothed in short spreading <em>hairs</em>; petiole,,POWO pages(/taxon/urn:lsid:ipni.org:names:744412-1):
533,744412-1,Bertiera angusiana,Bertiera angusiana,744412-1,Species," <b>Appearance</b>: , <em>pubescent</em> later glabrescent.",,POWO pages(/taxon/urn:lsid:ipni.org:names:744412-1):
534,77107921-1,Coffea semsei,Coffea semsei,77107921-1,Species," <b>Leaf</b>:  beneath, entirely glabrous; <em>hair</em>-lined domatia present; petiole 2",,POWO pages(/taxon/urn:lsid:ipni.org:names:77107921-1):
535,898084-1,Leptactina papyrophloea,Leptactina papyrophloea,898084-1,Species, <b>Leaf</b>:  <em>hairs</em> on the venation beneath and very sparsely on midrib,,POWO pages(/taxon/urn:lsid:ipni.org:names:898084-1):
536,898084-1,Leptactina papyrophloea,Leptactina papyrophloea,898084-1,Species," <b>Leaf</b>: , cuspidate at the apex, narrowed to base, bristly <em>hairy</em> and ciliate.",,POWO pages(/taxon/urn:lsid:ipni.org:names:898084-1):
537,759939-1,Pavetta pammalaka,Pavetta pammalaka,759939-1,Species," <b>Leaf</b>: , recurved at margins, leathery, with scattered short <em>hairs</em> above",,POWO pages(/taxon/urn:lsid:ipni.org:names:759939-1):
538,759939-1,Pavetta pammalaka,Pavetta pammalaka,759939-1,Species, <b>Appearance</b>:  covered with short velvety <em>hairs</em>,,POWO pages(/taxon/urn:lsid:ipni.org:names:759939-1):
539,759939-1,Pavetta pammalaka,Pavetta pammalaka,759939-1,Species," <b>Inflorescence</b>: , excluding corollas; primary branches 5–20 mm long, <em>pubescent</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:759939-1):
540,765117-1,Rothmannia capensis,Rothmannia capensis,765117-1,Species," <b>Leaf</b>:  beneath when young; domatia present as <em>hair</em>-lined pits, clearly",,POWO pages(/taxon/urn:lsid:ipni.org:names:765117-1):
541,765117-1,Rothmannia capensis,Rothmannia capensis,765117-1,Species," <b>Leaf</b>:  to coriaceous, moderately shiny above, glabrous or sometimes <em>pubescent</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:765117-1):
542,765117-1,Rothmannia capensis,Rothmannia capensis,765117-1,Species," <b>Appearance</b>:  or less often finely <em>pubescent</em>, older branches with bark flaking",,POWO pages(/taxon/urn:lsid:ipni.org:names:765117-1):
543,931710-1,Rytigynia hirsutiflora,Rytigynia hirsutiflora,931710-1,Species, <b>Leaf</b>:  by <em>hairs</em> on midrib; petiole 3–5 mm. long; stipule-sheath ± 2 mm,,POWO pages(/taxon/urn:lsid:ipni.org:names:931710-1):
544,931710-1,Rytigynia hirsutiflora,Rytigynia hirsutiflora,931710-1,Species, <b>Appearance</b>:  short yellow <em>hairs</em> but soon merely pubescent or glabrescent,,POWO pages(/taxon/urn:lsid:ipni.org:names:931710-1):
545,931710-1,Rytigynia hirsutiflora,Rytigynia hirsutiflora,931710-1,Species," <b>Leaf</b>: , slightly discolorous, densely yellow <em>hairy</em> when young",,POWO pages(/taxon/urn:lsid:ipni.org:names:931710-1):
546,931710-1,Rytigynia hirsutiflora,Rytigynia hirsutiflora,931710-1,Species," <b>Leaf</b>:  but eventually <em>pubescent</em> mostly only on the nerves; domatia small, hidden",,POWO pages(/taxon/urn:lsid:ipni.org:names:931710-1):
547,931710-1,Rytigynia hirsutiflora,Rytigynia hirsutiflora,931710-1,Species, <b>Appearance</b>:  short yellow hairs but soon merely <em>pubescent</em> or glabrescent,,POWO pages(/taxon/urn:lsid:ipni.org:names:931710-1):
548,748594-1,Dolichometra leucantha,Dolichometra leucantha,748594-1,Species," <b>Leaf</b>:  with short <em>hairs</em> above and beneath, particularly on the nerves",,POWO pages(/taxon/urn:lsid:ipni.org:names:748594-1):
549,748594-1,Dolichometra leucantha,Dolichometra leucantha,748594-1,Species, <b>Appearance</b>:  adpressed <em>hairs</em>.,,POWO pages(/taxon/urn:lsid:ipni.org:names:748594-1):
550,748594-1,Dolichometra leucantha,Dolichometra leucantha,748594-1,Species," <b>Leaf</b>:  cuneate at the base, sparsely to rather densely <em>pubescent</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:748594-1):
551,748594-1,Dolichometra leucantha,Dolichometra leucantha,748594-1,Species," <b>Inflorescence</b>: Inflorescences 6–10-flowered, <em>pubescent</em>; peduncles up",,POWO pages(/taxon/urn:lsid:ipni.org:names:748594-1):
552,748594-1,Dolichometra leucantha,Dolichometra leucantha,748594-1,Species," <b>Appearance</b>: ; stems slightly succulent, 10–45 cm. long, <em>pubescent</em> with short",,POWO pages(/taxon/urn:lsid:ipni.org:names:748594-1):
553,761194-1,Pseudonesohedyotis bremekampii,Pseudonesohedyotis bremekampii,761194-1,Species," <b>Leaf</b>: ; petiole up to 4 mm. long, often margined with bristly <em>hairs</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:761194-1):
554,761194-1,Pseudonesohedyotis bremekampii,Pseudonesohedyotis bremekampii,761194-1,Species," <b>Leaf</b>:  slightly revolute, glabrous or <em>pubescent</em> at margins beneath",,POWO pages(/taxon/urn:lsid:ipni.org:names:761194-1):
555,761194-1,Pseudonesohedyotis bremekampii,Pseudonesohedyotis bremekampii,761194-1,Species," <b>Inflorescence</b>: . long, <em>pubescent</em>.",,POWO pages(/taxon/urn:lsid:ipni.org:names:761194-1):
556,761194-1,Pseudonesohedyotis bremekampii,Pseudonesohedyotis bremekampii,761194-1,Species," <b>Appearance</b>:  <em>pubescent</em>, soon glabrous, pale and somewhat corky, rather thickened",,POWO pages(/taxon/urn:lsid:ipni.org:names:761194-1):
557,763549-1,Psychotria taitensis,Psychotria taitensis,763549-1,Species," <b>Leaf</b>: . wide, ± acute, entire, soon falling, with a line of <em>hairs</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:763549-1):
558,766844-1,Spermacoce minutiflora,Spermacoce minutiflora,766844-1,Species," <b>Leaf</b>:  at the base, entirely glabrous save for some minute <em>hairs</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:766844-1):
559,77067603-1,Vangueria mollis,Vangueria mollis,77067603-1,Species," <b>Leaf</b>:  ferruginous <em>hairs</em> above, densely white velvety-woolly beneath",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067603-1):
560,77067603-1,Vangueria mollis,Vangueria mollis,77067603-1,Species," <b>Leaf</b>: , cuneate at the base, discolorous, velvety-<em>hairy</em> with pale",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067603-1):
561,77067603-1,Vangueria mollis,Vangueria mollis,77067603-1,Species," <b>Inflorescence</b>:  verticils, densely velvety-<em>hairy</em>, many-flowered; peduncle up to 3 mm",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067603-1):
562,77067603-1,Vangueria mollis,Vangueria mollis,77067603-1,Species," <b>Appearance</b>: , densely pale ferruginous-velvety <em>hairy</em>, becoming less so with age.",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067603-1):
563,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species," <b>Leaf</b>:  acuminate, glabrous or pubescent outside, with silky <em>hairs</em> inside.",,POWO pages(/taxon/urn:lsid:ipni.org:names:759695-1):
564,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species," <b>Inflorescence</b>: , 2–5 mm long, membranous, with sparse to dense silky <em>hairs</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:759695-1):
565,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species, <b>Leaf</b>:  to <em>pubescent</em>; lateral nerves in 5–8 main pairs; domatia absent,,POWO pages(/taxon/urn:lsid:ipni.org:names:759695-1):
566,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species," <b>Inflorescence</b>:  inflorescence branches 0.3–1.8(2.5) cm long, glabrous to <em>pubescent</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:759695-1):
567,759695-1,Pavetta gardeniifolia,Pavetta gardeniifolia,759695-1,Species, <b>Appearance</b>:  branches glabrous to densely <em>pubescent</em>; older branches covered,,POWO pages(/taxon/urn:lsid:ipni.org:names:759695-1):
568,327877-2,Pavetta,nan,nan,Genus," <b>Leaf</b>: , sometimes with silky <em>hairs</em> within",,POWO pages(/taxon/urn:lsid:ipni.org:names:327877-2):
569,759987-1,Pavetta radicans,Pavetta radicans,759987-1,Species," <b>Leaf</b>: . long, pubescent outside, with silky <em>hairs</em> absent within.",,POWO pages(/taxon/urn:lsid:ipni.org:names:759987-1):
570,759987-1,Pavetta radicans,Pavetta radicans,759987-1,Species," <b>Leaf</b>: , base cuneate, very sparsely <em>pubescent</em> to <em>pubescent</em> above",,POWO pages(/taxon/urn:lsid:ipni.org:names:759987-1):
571,759987-1,Pavetta radicans,Pavetta radicans,759987-1,Species," <b>Inflorescence</b>:  present or absent; pedicels 1–8 mm long, <em>pubescent</em>; bracts 2–3 mm",,POWO pages(/taxon/urn:lsid:ipni.org:names:759987-1):
572,759987-1,Pavetta radicans,Pavetta radicans,759987-1,Species," <b>Appearance</b>: , (7.5–)15–45(–120) cm. tall; young branches <em>pubescent</em>; older",,POWO pages(/taxon/urn:lsid:ipni.org:names:759987-1):
573,760434-1,Phellocalyx vollesenii,Phellocalyx vollesenii,760434-1,Species, <b>Leaf</b>:  with silky <em>hairs</em> within and with a few large colleters.,,POWO pages(/taxon/urn:lsid:ipni.org:names:760434-1):
574,760434-1,Phellocalyx vollesenii,Phellocalyx vollesenii,760434-1,Species, <b>Leaf</b>:  conspicuously reticulate beneath; domatia present as white <em>hairy</em> tufts,,POWO pages(/taxon/urn:lsid:ipni.org:names:760434-1):
575,760434-1,Phellocalyx vollesenii,Phellocalyx vollesenii,760434-1,Species," <b>Appearance</b>:  in cross-section, <em>pubescent</em>, older branches covered with thin",,POWO pages(/taxon/urn:lsid:ipni.org:names:760434-1):
576,765722-1,Rytigynia decussata,Rytigynia decussata,765722-1,Species," <b>Leaf</b>:  <em>hairs</em> which ± completely obscure the surface, but the main",,POWO pages(/taxon/urn:lsid:ipni.org:names:765722-1):
577,765722-1,Rytigynia decussata,Rytigynia decussata,765722-1,Species," <b>Leaf</b>:  <em>pubescent</em> above, velvety-woolly beneath with tangled appressed grey",,POWO pages(/taxon/urn:lsid:ipni.org:names:765722-1):
578,765722-1,Rytigynia decussata,Rytigynia decussata,765722-1,Species," <b>Inflorescence</b>:  and pedicels (0.5)2–6 mm long, both ± spreading-<em>pubescent</em>; bracts",,POWO pages(/taxon/urn:lsid:ipni.org:names:765722-1):
579,765722-1,Rytigynia decussata,Rytigynia decussata,765722-1,Species," <b>Appearance</b>:  a woody rootstock, densely spreading-<em>pubescent</em> when young",,POWO pages(/taxon/urn:lsid:ipni.org:names:765722-1):
580,77067588-1,Vangueria cinerascens,Vangueria cinerascens,77067588-1,Species, <b>Leaf</b>:  pale ferruginous or grey <em>hairs</em>; petiole 3–6 mm. long; stipules,,POWO pages(/taxon/urn:lsid:ipni.org:names:77067588-1):
581,77067588-1,Vangueria cinerascens,Vangueria cinerascens,77067588-1,Species," <b>Appearance</b>:  with adpressed pale ferruginous <em>hairs</em> when young, later with sparser",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067588-1):
582,77067588-1,Vangueria cinerascens,Vangueria cinerascens,77067588-1,Species, <b>Appearance</b>:  ferruginous <em>hairy</em> or tomentose.,,POWO pages(/taxon/urn:lsid:ipni.org:names:77067588-1):
583,77067588-1,Vangueria cinerascens,Vangueria cinerascens,77067588-1,Species," <b>Leaf</b>: -<em>pubescent</em> above, densely velvety tomentose beneath with adpressed",,POWO pages(/taxon/urn:lsid:ipni.org:names:77067588-1):
584,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species, <b>Leaf</b>: ; the <em>hairs</em> often yellowish or ferruginous in dry state; lateral,,POWO pages(/taxon/urn:lsid:ipni.org:names:769741-1):
585,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species," <b>Leaf</b>:  nerves in 6–8 main pairs; petiole 3–10 mm long, similarly <em>hairy</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:769741-1):
586,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species," <b>Inflorescence</b>: Inflorescences densely <em>hairy</em>, sometimes extensive and much",,POWO pages(/taxon/urn:lsid:ipni.org:names:769741-1):
587,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species, <b>Leaf</b>:  <em>pubescent</em> to usually densely softly velvety on both surfaces,,POWO pages(/taxon/urn:lsid:ipni.org:names:769741-1):
588,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species," <b>Appearance</b>: , the young parts densely ferruginous, <em>pubescent</em> or velvety.",,POWO pages(/taxon/urn:lsid:ipni.org:names:769741-1):
589,769785-1,Vangueria pygmaea,Vangueria pygmaea,769785-1,Species, <b>Leaf</b>:  with dense seta-like <em>hairs</em> which do not in any way hide the surface,,POWO pages(/taxon/urn:lsid:ipni.org:names:769785-1):
590,769785-1,Vangueria pygmaea,Vangueria pygmaea,769785-1,Species, <b>Appearance</b>:  to densely setose-<em>hairy</em> but becoming glabrous and covered with brown,,POWO pages(/taxon/urn:lsid:ipni.org:names:769785-1):
591,77062260-1,Afrocanthium rondoense,Afrocanthium rondoense,77062260-1,Species, <b>Leaf</b>:  of rusty <em>hairs</em> inside.,,POWO pages(/taxon/urn:lsid:ipni.org:names:77062260-1):
592,77062260-1,Afrocanthium rondoense,Afrocanthium rondoense,77062260-1,Species," <b>Appearance</b>:  slender, covered with rather stiff upwardly angled <em>hairs</em>; bark",,POWO pages(/taxon/urn:lsid:ipni.org:names:77062260-1):
593,77062260-1,Afrocanthium rondoense,Afrocanthium rondoense,77062260-1,Species," <b>Leaf</b>:  and base, papery, sparsely <em>pubescent</em> on both faces, ciliate",,POWO pages(/taxon/urn:lsid:ipni.org:names:77062260-1):
594,748975-1,Fadogia gossweileri,Fadogia gossweileri,748975-1,Species," <b>Leaf</b>:  ± corky and persistent, with yellowish <em>hairs</em> inside at base.",,POWO pages(/taxon/urn:lsid:ipni.org:names:748975-1):
595,750737-1,Galium thunbergianum,Galium thunbergianum,750737-1,Species, <b>Leaf</b>:  and margins with short spreading <em>hairs</em>.,,POWO pages(/taxon/urn:lsid:ipni.org:names:750737-1):
596,750737-1,Galium thunbergianum,Galium thunbergianum,750737-1,Species, <b>Appearance</b>:  spreading <em>hairs</em> but not prickly.,,POWO pages(/taxon/urn:lsid:ipni.org:names:750737-1):
597,750737-1,Galium thunbergianum,Galium thunbergianum,750737-1,Species," <b>Inflorescence</b>: , glabrous or <em>hairy</em>, ± divaricate in fruit.",,POWO pages(/taxon/urn:lsid:ipni.org:names:750737-1):
598,753529-1,Hymenocoleus hirsutus,Hymenocoleus hirsutus,753529-1,Species, <b>Leaf</b>:  of midnerve or latter entirely hairy and with some scattered <em>hairs</em>,,POWO pages(/taxon/urn:lsid:ipni.org:names:753529-1):
599,753529-1,Hymenocoleus hirsutus,Hymenocoleus hirsutus,753529-1,Species, <b>Leaf</b>:  of midnerve or latter entirely <em>hairy</em> and with some scattered hairs,,POWO pages(/taxon/urn:lsid:ipni.org:names:753529-1):
600,753529-1,Hymenocoleus hirsutus,Hymenocoleus hirsutus,753529-1,Species," <b>Appearance</b>: Creeping herb with stems 20–75 cm. long, densely <em>hairy</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:753529-1):
601,753529-1,Hymenocoleus hirsutus,Hymenocoleus hirsutus,753529-1,Species," <b>Leaf</b>:  on the surface as well, <em>pubescent</em> beneath, particularly on the nerves",,POWO pages(/taxon/urn:lsid:ipni.org:names:753529-1):
602,960016-1,Keetia lulandensis,Keetia lulandensis,960016-1,Species, <b>Leaf</b>:  reticulate; domatia present as tufts of white <em>hair</em>; petiole 6–10 mm,,POWO pages(/taxon/urn:lsid:ipni.org:names:960016-1):
603,756618-1,Mussaenda erythrophylla,Mussaenda erythrophylla,756618-1,Species," <b>Leaf</b>:  on both surfaces, with denser, often red <em>hairs</em> on the nerves",,POWO pages(/taxon/urn:lsid:ipni.org:names:756618-1):
604,756618-1,Mussaenda erythrophylla,Mussaenda erythrophylla,756618-1,Species, <b>Appearance</b>:  <em>hairs</em>; lenticels sometimes visible as small whitish streaks.,,POWO pages(/taxon/urn:lsid:ipni.org:names:756618-1):
605,756618-1,Mussaenda erythrophylla,Mussaenda erythrophylla,756618-1,Species," <b>Leaf</b>: , ± cordate or cuneate, with 7–10 pairs of lateral nerves, <em>hairy</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:756618-1):
606,758174-1,Oldenlandia scopulorum,Oldenlandia scopulorum,758174-1,Species, <b>Leaf</b>:  margins or with sparse to rather dense papilla-like <em>hairs</em>,,POWO pages(/taxon/urn:lsid:ipni.org:names:758174-1):
607,758174-1,Oldenlandia scopulorum,Oldenlandia scopulorum,758174-1,Species, <b>Appearance</b>:  densely scabrid-<em>pubescent</em>.,,POWO pages(/taxon/urn:lsid:ipni.org:names:758174-1):
608,759418-1,Parapentas battiscombei,Parapentas battiscombei,759418-1,Species, <b>Leaf</b>:  curly <em>hairs</em> above and on margins but mostly confined,,POWO pages(/taxon/urn:lsid:ipni.org:names:759418-1):
609,759418-1,Parapentas battiscombei,Parapentas battiscombei,759418-1,Species," <b>Leaf</b>:  to the venation beneath; petiole 0.3–2 cm. long, <em>pubescent</em>; stipule-sheath",,POWO pages(/taxon/urn:lsid:ipni.org:names:759418-1):
610,759418-1,Parapentas battiscombei,Parapentas battiscombei,759418-1,Species," <b>Appearance</b>: ., rather sparsely to densely adpressed <em>pubescent</em>.",,POWO pages(/taxon/urn:lsid:ipni.org:names:759418-1):
611,759727-1,Pavetta haareri,Pavetta haareri,759727-1,Species, <b>Leaf</b>:  <em>hairs</em> inside.,,POWO pages(/taxon/urn:lsid:ipni.org:names:759727-1):
612,759727-1,Pavetta haareri,Pavetta haareri,759727-1,Species," <b>Inflorescence</b>: , with long silky <em>hairs</em> inside; bracteoles inconspicuous.",,POWO pages(/taxon/urn:lsid:ipni.org:names:759727-1):
613,759727-1,Pavetta haareri,Pavetta haareri,759727-1,Species," <b>Leaf</b>:  arista, up to 5 mm. long, <em>pubescent</em> outside, with longer silky",,POWO pages(/taxon/urn:lsid:ipni.org:names:759727-1):
614,759727-1,Pavetta haareri,Pavetta haareri,759727-1,Species," <b>Inflorescence</b>: . long, <em>pubescent</em>; bracts 4–5 mm. long, <em>pubescent</em> outside",,POWO pages(/taxon/urn:lsid:ipni.org:names:759727-1):
615,759727-1,Pavetta haareri,Pavetta haareri,759727-1,Species, <b>Appearance</b>: ?Shrub; young branches <em>pubescent</em>; older branches with light,,POWO pages(/taxon/urn:lsid:ipni.org:names:759727-1):
616,760005-1,Pavetta ruahaensis,Pavetta ruahaensis,760005-1,Species," <b>Leaf</b>: , glabrous or with silky <em>hairs</em> within; arista up to 5 mm. long.",,POWO pages(/taxon/urn:lsid:ipni.org:names:760005-1):
617,760005-1,Pavetta ruahaensis,Pavetta ruahaensis,760005-1,Species," <b>Inflorescence</b>: ; bracts inconspicuous, 3–4 mm. long, <em>pubescent</em> inside.",,POWO pages(/taxon/urn:lsid:ipni.org:names:760005-1):
618,761950-1,Psychotria elachistantha,Psychotria elachistantha,761950-1,Species," <b>Leaf</b>: , glabrous but fringed with ferruginous <em>hairs</em>, deciduous, hairy",,POWO pages(/taxon/urn:lsid:ipni.org:names:761950-1):
619,761950-1,Psychotria elachistantha,Psychotria elachistantha,761950-1,Species," <b>Leaf</b>: , glabrous but fringed with ferruginous hairs, deciduous, <em>hairy</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:761950-1):
620,762643-1,Psychotria megistantha,Psychotria megistantha,762643-1,Species," <b>Leaf</b>:  to ± rounded at the base, glabrous above and beneath save for <em>hairs</em>",,POWO pages(/taxon/urn:lsid:ipni.org:names:762643-1):
