,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,MPNS_Snippet,USDA_Snippet,POWO_Snippet,Wiki_Snippet,PPA_Snippet,SPP_Snippet,WEP_snippet,Sources
22413,734056-1,Rosa roxburghii,Rosa roxburghii,734056-1,Species,,,,,,,pindsvinrose,:WEP (Wiersema 2013)
22414,289828-2,Salvia potus,Salvia potus,289828-2,Species,,,,,,,Chia,:WEP (Wiersema 2013)
22415,456385-1,Salvia hispanica,Salvia hispanica,456385-1,Species,,,,,,,"chia-salvia, mexikansk chia-salvia:mexikansk chia-salvia:mexikansk chia-salvia",:WEP (Wiersema 2013)
22416,447982-1,Hyptis brevipes,Hyptis brevipes,447982-1,Species,,,,,,,chibolita,:WEP (Wiersema 2013)
22417,245150-2,Sterculia apetala,Sterculia apetala,245150-2,Species,,,,,,,chichá:comoruco:Panama-Stinkbaum:Panama-tree:sterculier de Panama:Panama-tree,:WEP (Wiersema 2013)
22418,245150-2,Sterculia apetala,Sterculia apetala,245150-2,Species,,,,,,,Panama-Stinkbaum,:WEP (Wiersema 2013)
22419,166520-1,Salicornia europaea,Salicornia europaea,166520-1,Species,,,,,,,"chicken-claws:chicken-claws:common glasswort:glasört:common glasswort:Kurzähren-Queller:marsh samphire:Queller, Kurzähren-Queller:salicorn:marsh samphire",:WEP (Wiersema 2013)
22420,166520-1,Salicornia europaea,Salicornia europaea,166520-1,Species,,,,,,,zeekraal,:WEP (Wiersema 2013)
22421,1058910-2,Sorghum × drummondii,Sorghum × drummondii,1058910-2,Species,,,,,,,"chicken-corn:cirokfü, szudàni cirokfü:chicken-corn:Sudan grass:Sudan otu:pasto Sudán:shattercane:Soedangras:sordan:sorgho du Soudan:sorghum-sudangrass:sorgo gentile:sorgo sudànskie:Sudan grass:Sudan otu:sudandurra:Sudangras:sudangrass, sorghum-sudangrass:szudàni cirokfü:szudànifü:trawa sudànska",:WEP (Wiersema 2013)
22422,1058910-2,Sorghum × drummondii,Sorghum × drummondii,1058910-2,Species,,,,,,,sorgho menu,:WEP (Wiersema 2013)
22423,1058910-2,Sorghum × drummondii,Sorghum × drummondii,1058910-2,Species,,,,,,,スーダングラス (sūdan-gurasu):сорго суданское  (sorgo sudanskoe):сорго травянистое  (sorgo travânistoe),:WEP (Wiersema 2013)
22424,145463-1,Sphenoclea zeylanica,Sphenoclea zeylanica,145463-1,Species,,,,,,,chickenspike:gooseweed,:WEP (Wiersema 2013)
22425,274004-1,Echeveria pulvinata,Echeveria pulvinata,274004-1,Species,,,,,,,"chicks, rosy hens-and-chicks",:WEP (Wiersema 2013)
22426,274004-1,Echeveria pulvinata,Echeveria pulvinata,274004-1,Species,,,,,,,"hens-and-chicks, rosy hens-and-chicks:plushplant:rosy hens-and-chicks:sammetsecheveria",:WEP (Wiersema 2013)
22427,30172747-2,Drymaria cordata,Drymaria cordata,30172747-2,Species,,,,,,,tropical chickweed:West Indian chickweed:drymaria:erva-de-estrela:West Indian chickweed:jaboticaá:matemaco:mourron blanc:petit mourron:tropical chickweed:West Indian chickweed,:WEP (Wiersema 2013)
22428,30172747-2,Drymaria cordata,Drymaria cordata,30172747-2,Species,,,,,,,cordão-de-sapo,:WEP (Wiersema 2013)
22429,30172747-2,Drymaria cordata,Drymaria cordata,30172747-2,Species,,,,,,,mastruço-do-brejo,:WEP (Wiersema 2013)
22430,30172747-2,Drymaria cordata,Drymaria cordata,30172747-2,Species,,,,,,,yerba de estrella,:WEP (Wiersema 2013)
22431,430045-1,Callitriche stagnalis,Callitriche stagnalis,430045-1,Species,,,,,,,water chickweed:water chickweed,:WEP (Wiersema 2013)
22432,430045-1,Callitriche stagnalis,Callitriche stagnalis,430045-1,Species,,,,,,,"common starwort:common water-starwort:dikeslånke:common starwort:common water-starwort:storfrugtet vandstjerne:vandstjerne, storfrugtet vandstjerne:water-starwort, common water-starwort",:WEP (Wiersema 2013)
22433,430045-1,Callitriche stagnalis,Callitriche stagnalis,430045-1,Species,,,,,,,starwort,:WEP (Wiersema 2013)
22434,113302-2,Graptopetalum bellum,Graptopetalum bellum,113302-2,Species,,,,,,,"Chihuahua-flower:Chihuahua-flower:skønne tacitus:tacitus, skønne tacitus",:WEP (Wiersema 2013)
22435,113302-2,Graptopetalum bellum,Graptopetalum bellum,113302-2,Species,,,,,,,rosenrosett,:WEP (Wiersema 2013)
22436,106435-2,Furcraea quicheensis,Furcraea quicheensis,106435-2,Species,,,,,,,chijute:mecate,:WEP (Wiersema 2013)
22437,1709-2,Acanthostyles buniifolius,Acanthostyles buniifolius,1709-2,Species,,,,,,,chilca:romerillo,:WEP (Wiersema 2013)
22438,1709-2,Acanthostyles buniifolius,Acanthostyles buniifolius,1709-2,Species,,,,,,,chirca,:WEP (Wiersema 2013)
22439,66447-2,Corynabutilon ochsenii,Corynabutilon ochsenii,66447-2,Species,,,,,,,Chile-Samtpappel:Chile-Samtpappel,:WEP (Wiersema 2013)
22440,19666-2,Aristotelia chilensis,Aristotelia chilensis,19666-2,Species,,,,,,,Chile-Weinbeere:clon:macqui:maquei:queldrón:Chile-Weinbeere,:WEP (Wiersema 2013)
22441,19666-2,Aristotelia chilensis,Aristotelia chilensis,19666-2,Species,,,,,,,wineberry,:WEP (Wiersema 2013)
22442,703489-1,Embothrium coccineum,Embothrium coccineum,703489-1,Species,,,,,,,Chilean firebush:Chilean flameflower:chilensk eldbuske:Chilean firebush:Chilean flameflower:ildbusk,:WEP (Wiersema 2013)
22443,703489-1,Embothrium coccineum,Embothrium coccineum,703489-1,Species,,,,,,,"eldbuske, chilensk eldbuske",:WEP (Wiersema 2013)
22444,312673-2,Eccremocarpus scaber,Eccremocarpus scaber,312673-2,Species,,,,,,,Chilean glory-flower:fackelranka:Chilean glory-flower:Chilean glory-flower:skønhedsranke,:WEP (Wiersema 2013)
22445,602598-1,Ugni molinae,Ugni molinae,602598-1,Species,,,,,,,Chilean-guava:chilenische Guave:goyavier du Chili:Chilean-guava:chilenische Guave:murta:murtilla:strawberry myrtle:strawberry myrtle:ugni:uñi,:WEP (Wiersema 2013)
22446,602598-1,Ugni molinae,Ugni molinae,602598-1,Species,,,,,,,smultronmyrten,:WEP (Wiersema 2013)
22447,231627-1,Madia sativa,Madia sativa,231627-1,Species,,,,,,,"Chilean oilplant:Chilean tarweed:coast tarweed:madia:madia-oil-plant:Madie:madie cultivée:madie olifère:melosa:madia-oil-plant:oilplant, Chilean oilplant:Ölmadie:madia-oil-plant:Chilean tarweed:coast tarweed",:WEP (Wiersema 2013)
22448,231627-1,Madia sativa,Madia sativa,231627-1,Species,,,,,,,madi,:WEP (Wiersema 2013)
22449,231627-1,Madia sativa,Madia sativa,231627-1,Species,,,,,,,oljemadia,:WEP (Wiersema 2013)
22450,231627-1,Madia sativa,Madia sativa,231627-1,Species,,,,,,,tarplant,:WEP (Wiersema 2013)
22451,263551-1,Podocarpus nubigenus,Podocarpus nubigenus,263551-1,Species,,,,,,,Chilean podocarp:cloud podocarp:pino amarillo:Chilean podocarp:cloud podocarp,:WEP (Wiersema 2013)
22452,263551-1,Podocarpus nubigenus,Podocarpus nubigenus,263551-1,Species,,,,,,,mañío,:WEP (Wiersema 2013)
22453,430194-1,Gunnera tinctoria,Gunnera tinctoria,430194-1,Species,,,,,,,"Chilean-rhubarb:farvegunnera:giant-rhubarb:jättegunnera, röd jättegunnera:Chilean-rhubarb:giant-rhubarb:rhubarbe géante:röd jättegunnera",:WEP (Wiersema 2013)
22454,267678-1,Cuscuta suaveolens,Cuscuta suaveolens,267678-1,Species,,,,,,,chilenische Seide:fringed dodder:Lucerne dodder:fringed dodder:klaseblomstret silke:Lucerne dodder:Luserndodder:chilenische Seide:klaseblomstret silke,:WEP (Wiersema 2013)
22455,779572-1,Casearia graveolens,Casearia graveolens,779572-1,Species,,,,,,,chilla,:WEP (Wiersema 2013)
22456,487819-1,Crotalaria aridicola,Crotalaria aridicola,487819-1,Species,,,,,,,Chillagoe horse-poison:Chillagoe horse-poison:Chillagoe horse-poison,:WEP (Wiersema 2013)
22457,1028648-2,Diplotaxis tenuifolia,Diplotaxis tenuifolia,1028648-2,Species,,,,,,,Chilpanunda-weed:schmalblättriger Doppelsame:sand mustard:perennial rocket:perennial wall rocket:perennial wild mustard:perennial rocket:perennial wall rocket:slim-leaf wall rocket:roquette jaune:rucola mata:sand mustard:sandsenap:sandsennep:schmalblättriger Doppelrauke:schmalblättriger Doppelsame:slim-leaf wall rocket:perennial wall rocket:slim-leaf wall rocket:Chilpanunda-weed:Lincoln's-weed,:WEP (Wiersema 2013)
22458,1028648-2,Diplotaxis tenuifolia,Diplotaxis tenuifolia,1028648-2,Species,,,,,,,"Doppelrauke, schmalblättriger Doppelrauke",:WEP (Wiersema 2013)
22459,1028648-2,Diplotaxis tenuifolia,Diplotaxis tenuifolia,1028648-2,Species,,,,,,,"leaf wall rocket, slim-leaf wall rocket",:WEP (Wiersema 2013)
22460,1028648-2,Diplotaxis tenuifolia,Diplotaxis tenuifolia,1028648-2,Species,,,,,,,Lincoln's-weed,:WEP (Wiersema 2013)
22461,61838-2,Cnidoscolus elasticus,Cnidoscolus elasticus,61838-2,Species,,,,,,,chilte,:WEP (Wiersema 2013)
22462,676725-1,Cunninghamia lanceolata,Cunninghamia lanceolata,676725-1,Species,,,,,,,"China-fir:Chinese-fir:cunninghamia, kinesisk cunninghamia:China-fir:Chinese-fir:kinesisk cunninghamia:mandaringran:杉木 (shan mu)",:WEP (Wiersema 2013)
22463,77228011-1,Camellia sinensis var. sinensis,Camellia sinensis,828548-1,Variety,,,,,,,China tea:China tea:チャ (cha):차나무 (chanamu),:WEP (Wiersema 2013)
22464,77228011-1,Camellia sinensis var. sinensis,Camellia sinensis,828548-1,Variety,,,,,,,茶 (cha):チャノキ (cha-no-ki),:WEP (Wiersema 2013)
22465,325609-2,Gonolobus taylorianus,Gonolobus taylorianus,325609-2,Species,,,,,,,chinchayote,:WEP (Wiersema 2013)
22466,325609-2,Gonolobus taylorianus,Gonolobus taylorianus,325609-2,Species,,,,,,,cuchamper,:WEP (Wiersema 2013)
22467,539499-1,Ornithogalum saundersiae,Ornithogalum saundersiae,539499-1,Species,,,,,,,giant chincherinchee:Transvaal chinkerinchee:giant chincherinchee:stor kapstjärna:Saunders Milchstern:Saunders Milchstern:stor kapstjärna:Transvaal chinkerinchee,:WEP (Wiersema 2013)
22468,529062-1,Allium tuberosum,Allium tuberosum,529062-1,Species,,,,,,,Chinese chives:Chinese leek:chinesischer Schnittlauch:Chinese chives:ciboulette chinoise:cive chino:Oriental garlic:garlic chives:kinaløg:Chinese leek:Oriental garlic:Schnittknoblauch:chinesischer Schnittlauch:韭 (jiu):ニラ (nira):부추 (buchu),:WEP (Wiersema 2013)
22469,529062-1,Allium tuberosum,Allium tuberosum,529062-1,Species,,,,,,,garlic chives,:WEP (Wiersema 2013)
22470,529062-1,Allium tuberosum,Allium tuberosum,529062-1,Species,,,,,,,ramp,:WEP (Wiersema 2013)
22471,727854-1,Potentilla chinensis,Potentilla chinensis,727854-1,Species,,,,,,,Chinese cinquefoil:Chinese cinquefoil:委陵菜 (wei ling cai),:WEP (Wiersema 2013)
22472,772147-1,Clausena lansium,Clausena lansium,772147-1,Species,,,,,,,"Chinese clausena:clausena, Chinese clausena:wampi:黄皮 (huang pi)",:WEP (Wiersema 2013)
22473,709583-1,Clematis chinensis,Clematis chinensis,709583-1,Species,,,,,,,Chinese clematis:Chinese clematis:kinesisk klematis:kinesisk klematis:威灵仙 (wei ling xian),:WEP (Wiersema 2013)
22474,263753-1,Taiwania cryptomerioides,Taiwania cryptomerioides,263753-1,Species,,,,,,,Chinese coffintree:Chinese coffintree:coffintree:taiwania:台湾杉 (tai wan shan),:WEP (Wiersema 2013)
22475,296890-1,Quercus variabilis,Quercus variabilis,296890-1,Species,,,,,,,Chinese cork oak:Chinese cork oak:Chinese cork oak:栓皮栎 (shuan pi li):アベマキ (abe-maki):китайский пробковый дуб  (kitajskij probkovyj dub),:WEP (Wiersema 2013)
22476,77172741-1,Cuscuta chinensis var. chinensis,Cuscuta chinensis,267360-1,Variety,,,,,,,"Chinese dodder:Chinese dodder:kinesisk snärja:snärja, kinesisk snärja:菟丝子 (tu si zi)",:WEP (Wiersema 2013)
22477,149339-1,Sambucus javanica,Sambucus javanica,149339-1,Species,,,,,,,Chinese elder:Chinese elder:接骨草 (jie gu cao),:WEP (Wiersema 2013)
22478,205930-1,Eupatorium fortunei,Eupatorium fortunei,205930-1,Species,,,,,,,Chinese eupatorium:Chinese eupatorium:佩兰 (pei lan),:WEP (Wiersema 2013)
22479,295451-1,Corylus chinensis,Corylus chinensis,295451-1,Species,,,,,,,Chinese filbert:Chinese hazel:chinesische Hasel:Chinese filbert:chinesische Hasel:kinesisk hassel:Chinese hazel:kinesisk hassel:华榛 (hua zhen),:WEP (Wiersema 2013)
22480,115031-1,Cynoglossum amabile,Cynoglossum amabile,115031-1,Species,,,,,,,"Chinese-forget-me-not:Chinese hound's-tongue:Chinese hound's-toungue:chinesische Hundszunge:Chinese-forget-me-not:Chinese hound's-tongue:hound's-toungue, Chinese hound's-toungue:hundetunge, kinesisk hundetunge:chinesische Hundszunge:kinesisk förgätmigej:kinesisk hundetunge:ninfle:Chinese hound's-tongue:倒提壶 (dao ti hu):ホソバルリソウ (hosobarurisō)",:WEP (Wiersema 2013)
22481,115031-1,Cynoglossum amabile,Cynoglossum amabile,115031-1,Species,,,,,,,kinesisk förgätmigej,:WEP (Wiersema 2013)
22482,115031-1,Cynoglossum amabile,Cynoglossum amabile,115031-1,Species,,,,,,,"toungue, Chinese hound's-toungue",:WEP (Wiersema 2013)
22483,77172460-1,Cenchrus setosus subsp. setosus,Cenchrus setosus,395321-1,Subspecies,,,,,,,Chinese fountain grass:japanisches Federborstengras:Chinese fountain grass:foxtail fountain grass:swamp-foxtail:swamp foxtail grass:Chinese fountain grass:foxtail fountain grass:swamp foxtail grass:japanisches Federborstengras:lampepudsergræs:pennisétum:swamp-foxtail:swamp foxtail grass:狼尾草 (lang wei cao),:WEP (Wiersema 2013)
22484,77172460-1,Cenchrus setosus subsp. setosus,Cenchrus setosus,395321-1,Subspecies,,,,,,,foxtail fountain grass,:WEP (Wiersema 2013)
22485,77172460-1,Cenchrus setosus subsp. setosus,Cenchrus setosus,395321-1,Subspecies,,,,,,,lampborstgräs,:WEP (Wiersema 2013)
22486,430722-1,Loropetalum chinense,Loropetalum chinense,430722-1,Species,,,,,,,"Chinese fringe-flower:Chinese fringe-flower:fringe-flower, Chinese fringe-flower:Reimenblüte:木继木 (ji mu)",:WEP (Wiersema 2013)
22487,70452-1,Rhus chinensis,Rhus chinensis,70452-1,Species,,,,,,,Chinese gall:Chinese sumac:galæblesumak:Gallen-Sumach:nutgall:nutgalltree:Chinese sumac:Gallen-Sumach,:WEP (Wiersema 2013)
22488,70452-1,Rhus chinensis,Rhus chinensis,70452-1,Species,,,,,,,"gall, Chinese gall",:WEP (Wiersema 2013)
22489,528368-1,Allium macrostemon,Allium macrostemon,528368-1,Species,,,,,,,"Chinese garlic:Chinese garlic:Japanese garlic:Japanese garlic:long-stamen onion:long-stamen onion:stamen onion, long-stamen onion:小根蒜 (xiao gen suan):薤白 (xie bai):ノビル (no-biru):산달래 (sandalrae):лук крупнотычинковый  (luk krupnotyčinkovyj)",:WEP (Wiersema 2013)
22490,111060-2,Glycosmis parviflora,Glycosmis parviflora,111060-2,Species,,,,,,,Chinese glycosmis:Chinese glycosmis,:WEP (Wiersema 2013)
22491,677125-1,Pseudolarix amabilis,Pseudolarix amabilis,677125-1,Species,,,,,,,Chinese golden-larch:Chinese golden-larch:golden-larch:guldlærk:guldlärk:Chinese golden-larch:golden-larch:Japanese-larch:金钱松 (jin qian song):イヌカラマツ (inu-kara-matsu),:WEP (Wiersema 2013)
22492,677125-1,Pseudolarix amabilis,Pseudolarix amabilis,677125-1,Species,,,,,,,Japanese-larch,:WEP (Wiersema 2013)
22493,863073-1,Holmskioldia sanguinea,Holmskioldia sanguinea,863073-1,Species,,,,,,,"Chinese hatplant:cup-and-saucer-plant:mandarin's-hat:mandarinhat:mandarinhatt:cup-and-saucer-plant:saucer-plant, cup-and-saucer-plant",:WEP (Wiersema 2013)
22494,863073-1,Holmskioldia sanguinea,Holmskioldia sanguinea,863073-1,Species,,,,,,,"hatplant, Chinese hatplant",:WEP (Wiersema 2013)
22495,863073-1,Holmskioldia sanguinea,Holmskioldia sanguinea,863073-1,Species,,,,,,,mandarin's-hat,:WEP (Wiersema 2013)
22496,724002-1,Crataegus pinnatifida,Crataegus pinnatifida,724002-1,Species,,,,,,,Chinese haw:storfruktig hagtorn:Chinese haw:storfruktig hagtorn:北山楂 (bei shan zha):山里红 (shan li hong),:WEP (Wiersema 2013)
22497,677214-1,Tsuga chinensis,Tsuga chinensis,677214-1,Species,,,,,,,Chinese hemlock:Chinese hemlock:kinesisk hemlock:kinesisk hemlock:铁杉 (tie shan),:WEP (Wiersema 2013)
22498,496614-1,Gleditsia sinensis,Gleditsia sinensis,496614-1,Species,,,,,,,Chinese honey-locust:chinesische Gleditschie:chinesische Gleditschie:Chinese honey-locust:Chinese honey-locust:皂荚 (zao jia):조각자나무 (jogagjanamu),:WEP (Wiersema 2013)
22499,801630-1,Collinsia heterophylla,Collinsia heterophylla,801630-1,Species,,,,,,,Chinese-houses:Chinese-houses:innocence,:WEP (Wiersema 2013)
22500,60455325-2,Persicaria tinctoria,Persicaria tinctoria,60455325-2,Species,,,,,,,Chinese-indigo:färgpilört:farvepileurt:Chinese-indigo:polygonum-indigo:polygonum-indigo:蓼蓝 (liao lan):쪽 (jjok),:WEP (Wiersema 2013)
22501,30044367-2,Juniperus chinensis,Juniperus chinensis,30044367-2,Species,,,,,,,Chinese juniper:kinesisk en:kinesisk ene:Chinese juniper:kinesisk en:kinesisk ene:圆柏 (yuan bai):イブキ (ibuki):イブキビャクシン (ibuki-byakushin):カマクラビャクシン (kamakura-byakushin):향나무 (hyangnamu),:WEP (Wiersema 2013)
22502,60433516-2,Persicaria chinensis,Persicaria chinensis,60433516-2,Species,,,,,,,Chinese knotweed:Chinese knotweed,:WEP (Wiersema 2013)
22503,60433516-2,Persicaria chinensis,Persicaria chinensis,60433516-2,Species,,,,,,,火炭母 (huo tan mu),:WEP (Wiersema 2013)
22504,262448-1,Larix potaninii,Larix potaninii,262448-1,Species,,,,,,,Chinese larch:tibetansk lærk:Chinese larch:tibetansk lærk:红杉 (hong shan),:WEP (Wiersema 2013)
22505,292940-1,Hodgsonia macrocarpa,Hodgsonia macrocarpa,292940-1,Species,,,,,,,"Chinese lardfruit:lardfruit, Chinese lardfruit",:WEP (Wiersema 2013)
22506,496933-1,Glycyrrhiza echinata,Glycyrrhiza echinata,496933-1,Species,,,,,,,Chinese licorice:Chinese licorice,:WEP (Wiersema 2013)
22507,496933-1,Glycyrrhiza echinata,Glycyrrhiza echinata,496933-1,Species,,,,,,,German liquorice:hedgehog liquorice:pigget lakrids:romersk lakritsrot:German liquorice:hedgehog liquorice:pigget lakrids:regaliz espinoso:réglisse échinée:romersk lakritsrot:römisches Süßholz:russisches Süßholz:römisches Süßholz:russisches Süßholz,:WEP (Wiersema 2013)
22508,496933-1,Glycyrrhiza echinata,Glycyrrhiza echinata,496933-1,Species,,,,,,,licorice,:WEP (Wiersema 2013)
22509,50426584-2,Conioselinum smithii,Conioselinum smithii,50426584-2,Species,,,,,,,Chinese lovage:Chinese lovage:辽藁本 (liao gao ben),:WEP (Wiersema 2013)
22510,401675-1,Eragrostis unioloides,Eragrostis unioloides,401675-1,Species,,,,,,,Chinese love grass:Chinese love grass:Chinese love grass,:WEP (Wiersema 2013)
22511,77188926-1,Magnolia sieboldii subsp. sinensis,Magnolia sieboldii,554840-1,Subspecies,,,,,,,Chinese magnolia:Chinese magnolia,:WEP (Wiersema 2013)
22512,77188926-1,Magnolia sieboldii subsp. sinensis,Magnolia sieboldii,554840-1,Subspecies,,,,,,,kinesisk magnolia:kinesisk magnolia,:WEP (Wiersema 2013)
22513,479842-1,Astragalus sinicus,Astragalus sinicus,479842-1,Species,,,,,,,Chinese milk-vetch:Milchwicke:Chinese milk-vetch:Chinese milk-vetch:ゲンゲ (genge):レンゲソウ (renge-sō):자운영 (jaunyeong),:WEP (Wiersema 2013)
22514,179226-1,Artemisia argyi,Artemisia argyi,179226-1,Species,,,,,,,Chinese mugwort:grovbladig gråbo:grovbladig gråbo:Chinese mugwort:艾 (ai),:WEP (Wiersema 2013)
22515,20002256-1,Torreya grandis,Torreya grandis,20002256-1,Species,,,,,,,Chinese nutmeg-yew:Chinese torreya:grand torreya:stor nøddetaks:stor nøddetaks:tall torreya:Chinese torreya:grand torreya:tall torreya:Chinese nutmeg-yew,:WEP (Wiersema 2013)
22516,20002256-1,Torreya grandis,Torreya grandis,20002256-1,Species,,,,,,,"nutmeg-yew, Chinese nutmeg-yew",:WEP (Wiersema 2013)
22517,527818-1,Allium chinense,Allium chinense,527818-1,Species,,,,,,,Chinese onion:Chinese scallion:Japanese scallion:Chinese onion:Oriental onion:Oriental onion:rakkyoløg:rakkyolök:Chinese scallion:Japanese scallion:藠头 (jiao tou):ラッキョウ (rakkyō):염교 (yeomgyo):염부추 (yeombuchu),:WEP (Wiersema 2013)
22518,451942-1,Microtoena insuavis,Microtoena insuavis,451942-1,Species,,,,,,,Chinese patchouli:khasia patchouli:Chinese patchouli:khasia patchouli:冠唇花 (guan chun hua),:WEP (Wiersema 2013)
22519,729634-1,Prunus davidiana,Prunus davidiana,729634-1,Species,,,,,,,"Chinese peach:David's peach, Père David's peach:Davids Pfirsich:mountain peach:Chinese peach:mountain peach:Père David's peach:Père David's peach:Davids Pfirsich:山桃 (shan tao)",:WEP (Wiersema 2013)
22520,20001330-1,Paeonia anomala subsp. veitchii,Paeonia anomala,711738-1,Subspecies,,,,,,,Chinese peony:Chinese peony,:WEP (Wiersema 2013)
22521,20001330-1,Paeonia anomala subsp. veitchii,Paeonia anomala,711738-1,Subspecies,,,,,,,kinesisk pæon:kinesisk pæon:rosenpion:Veitchs Pfingstrose:川赤芍 (chuan chi shao),:WEP (Wiersema 2013)
22522,20001330-1,Paeonia anomala subsp. veitchii,Paeonia anomala,711738-1,Subspecies,,,,,,,Veitchs Pfingstrose,:WEP (Wiersema 2013)
22523,776025-1,Zanthoxylum simulans,Zanthoxylum simulans,776025-1,Species,,,,,,,"Chinese-pepper:kinesiskt pepparträd:Chinese-pepper:Stachelesche, täuschende Stachelesche:täuschende Stachelesche:野花椒 (ye hua jiao)",:WEP (Wiersema 2013)
