,Accepted_Name,Language
2136,Spermacoce neoterminalis,['en']
2137,Spermacoce ocymoides,['en']
2138,Spermacoce ovalifolia,['en']
2139,Spermacoce prostrata,"['es', 'en']"
2140,Spermacoce remota,['en']
2141,Spermacoce riparia,['es']
2142,Spermacoce verticillata,['en']
2143,Spermadictyon suaveolens,['es']
2144,Stenosepala hirsuta,['es']
2145,Stenostomum radiatum,['fr']
2146,Stichianthus minutiflorus,['en']
2147,Stilpnophyllum grandifolium,['en']
2148,Strumpfia maritima,"['es', 'en', 'fr', 'it']"
2149,Stylosiphonia glabra,['en']
2150,Syringantha coulteri,['es']
2151,Tamilnadia uliginosa,['es']
2152,Tamridaea capsulifera,"['es', 'en']"
2153,Tarenna agumbensis,['en']
2154,Tarenna bipindensis,['fr']
2155,Tarenna drummondii,['en']
2156,Tarenna luhomeroensis,['en']
2157,Tarenna monosperma,['en']
2158,Tarenna nilagirica,"['en', 'fr']"
2159,Tarenna quadrangularis,['en']
2160,Tarenna sechellensis,['en']
2161,Temnocalyx nodulosa,"['es', 'en']"
2162,Temnopteryx sericea,"['es', 'en']"
2163,Tennantia sennii,['es']
2164,Thamnoldenlandia ambovombensis,"['es', 'en']"
2165,Theligonum cynocrambe,"['en', 'it', 'pt']"
2166,Thiollierea kaalaensis,['en']
2167,Thiollierea lenormandii,['en']
2168,Thiollierea pachyphylla,['en']
2169,Tinadendron noumeanum,"['en', 'fr']"
2170,Tocoyena pittieri,['en']
2171,Trailliaedoxa gracilis,['en']
2172,Tricalysia achoundongiana,['fr']
2173,Tricalysia amplexicaulis,['fr']
2174,Tricalysia atherura,"['en', 'fr']"
2175,Tricalysia coriacea,['fr']
2176,Tricalysia fangana,['fr']
2177,Tricalysia ferorum,['fr']
2178,Tricalysia lasiodelphys,['fr']
2179,Tricalysia lejolyana,"['en', 'fr']"
2180,Tricalysia obstetrix,"['en', 'fr']"
2181,Tricalysia oligoneura,['fr']
2182,Tricalysia pangolina,['fr']
2183,Tricalysia patentipilis,['fr']
2184,Tricalysia pedicellata,['en']
2185,Tricalysia pedunculosa,['fr']
2186,Tricalysia schliebenii,['en']
2187,Tricalysia soyauxii,['fr']
2188,Tricalysia subsessilis,['fr']
2189,Tricalysia sylvae,['fr']
2190,Tricalysia vadensis,['fr']
2191,Trichostachys interrupta,['en']
2192,Trichostachys petiolata,['fr']
2193,Triflorensia cameronii,['en']
2194,Uncaria acida,['en']
2195,Uncaria donisii,['fr']
2196,Uncaria gambir,"['es', 'en', 'fr']"
2197,Uncaria guianensis,"['es', 'en', 'fr']"
2198,Uncaria perrottetii,['en']
2199,Uncaria rhynchophylla,"['es', 'en', 'fr']"
2200,Uncaria rhynchophylloides,['es']
2201,Uncaria tomentosa,"['es', 'en', 'fr', 'it', 'pt']"
2202,Urophyllum ellipticum,['en']
2203,Valantia calva,"['es', 'it']"
2204,Valantia deltoidea,['it']
2205,Valantia hispida,"['es', 'pt']"
2206,Valantia muralis,"['es', 'pt']"
2207,Vangueria agrestis,['en']
2208,Vangueria albosetulosa,['en']
2209,Vangueria apiculata,['en']
2210,Vangueria bicolor,['en']
2211,Vangueria bowkeri,['en']
2212,Vangueria burnettii,['en']
2213,Vangueria burttii,['en']
2214,Vangueria chariensis,['en']
2215,Vangueria cinerascens,['en']
2216,Vangueria cinnamomea,['en']
2217,Vangueria cistifolia,['en']
2218,Vangueria coerulea,['en']
2219,Vangueria cyanescens,['en']
2220,Vangueria discolor,['en']
2221,Vangueria induta,['en']
2222,Vangueria infausta,"['es', 'en', 'fr']"
2223,Vangueria madagascariensis,"['es', 'en', 'fr']"
2224,Vangueria pallidiflora,['en']
2225,Vangueria pygmaea,['en']
2226,Vangueria schliebenii,['en']
2227,Vangueria venosa,"['es', 'en']"
2228,Vangueriella chlorantha,['fr']
2229,Vangueriella rufa,['fr']
2230,Vangueriella spinosa,['en']
2231,Vangueriella zenkeri,['fr']
2232,Vangueriopsis lanciflora,['en']
2233,Vangueriopsis longiflora,['en']
2234,Vangueriopsis rubiginosa,['en']
2235,Vangueriopsis shimbaensis,['en']
2236,Villaria odorata,['es']
2237,Virectaria angustifolia,['fr']
2238,Virectaria multiflora,['fr']
2239,Virectaria procumbens,['fr']
2240,Warszewiczia coccinea,"['es', 'en']"
2241,Wendlandia andamanica,['en']
2242,Wendlandia angustifolia,"['en', 'pt']"
2243,Wendlandia arabica,['en']
2244,Wendlandia heynei,['en']
2245,Wendlandia psychotrioides,['en']
2246,Wittmackanthus stanleyanus,"['es', 'en']"
2247,Xantonneopsis robinsonii,['en']
2248,Zuccarinia macrophylla,['en']
